Date,Region,Product ID,Competitor Pricing
2022-07-25,West,P0013,71.77
2022-07-25,South,P0014,61.65
2022-07-25,East,P0015,70.88
2022-07-25,South,P0016,77.51
2022-07-25,South,P0017,39.74
2022-07-25,South,P0018,33.27
2022-07-25,West,P0019,52.59
2022-07-25,South,P0020,31.87
2022-07-25,North,P0001,74.39
2022-07-25,East,P0002,80.33
2022-07-25,South,P0003,76.04
2022-07-25,East,P0004,79.78
2022-07-25,North,P0005,34.73
2022-07-25,West,P0006,74.29
2022-07-25,North,P0007,55.92
2022-07-25,South,P0008,76.68
2022-07-25,West,P0009,38.65
2022-07-25,North,P0010,27.44
2022-07-25,South,P0011,87.53
2022-07-25,West,P0012,73.02
2022-07-25,West,P0013,45.04
2022-07-25,East,P0014,37.86
2022-07-25,East,P0015,60.44
2022-07-25,West,P0016,76.32
2022-07-25,South,P0017,33.36
2022-07-25,North,P0018,39.17
2022-07-25,West,P0019,13.93
2022-07-25,West,P0020,93.66
2022-07-25,East,P0001,37.48
2022-07-25,North,P0002,14.83
2022-07-25,South,P0003,30.38
2022-07-25,North,P0004,44.82
2022-07-25,South,P0005,98.33
2022-07-25,South,P0006,27.83
2022-07-25,East,P0007,19.19
2022-07-25,East,P0008,91.02
2022-07-25,West,P0009,20.5
2022-07-25,North,P0010,81.72
2022-07-25,East,P0011,46.06
2022-07-25,North,P0012,21.21
2022-07-25,North,P0013,20.67
2022-07-25,South,P0014,90.95
2022-07-25,East,P0015,29.91
2022-07-25,North,P0016,89.25
2022-07-25,East,P0017,12.11
2022-07-25,East,P0018,44.19
2022-07-25,South,P0019,64.94
2022-07-25,South,P0020,19.0
2022-07-25,North,P0001,51.92
2022-07-25,North,P0002,46.44
2022-07-25,South,P0003,93.98
2022-07-25,South,P0004,18.63
2022-07-25,North,P0005,74.13
2022-07-25,West,P0006,100.52
2022-07-25,West,P0007,30.79
2022-07-25,East,P0008,77.27
2022-07-25,East,P0009,52.45
2022-07-25,West,P0010,77.45
2022-07-25,West,P0011,23.83
2022-07-25,East,P0012,72.4
2022-07-25,East,P0013,43.12
2022-07-25,West,P0014,88.03
2022-07-25,East,P0015,73.71
2022-07-25,North,P0016,20.92
2022-07-25,North,P0017,36.54
2022-07-25,South,P0018,12.69
2022-07-25,East,P0019,17.36
2022-07-25,East,P0020,61.55
2022-07-26,North,P0001,26.82
2022-07-26,North,P0002,74.69
2022-07-26,East,P0003,44.44
2022-07-26,South,P0004,66.85
2022-07-26,West,P0005,41.99
2022-07-26,South,P0006,10.34
2022-07-26,West,P0007,44.22
2022-07-26,East,P0008,84.01
2022-07-26,South,P0009,81.57
2022-07-26,North,P0010,84.94
2022-07-26,South,P0011,11.68
2022-07-26,West,P0012,29.67
2022-07-26,East,P0013,51.71
2022-07-26,South,P0014,19.85
2022-07-26,South,P0015,90.24
2022-07-26,South,P0016,76.44
2022-07-26,West,P0017,29.88
2022-07-26,South,P0018,99.69
2022-07-26,South,P0019,70.4
2022-07-26,East,P0020,67.83
2022-07-26,North,P0001,50.58
2022-07-26,West,P0002,30.08
2022-07-26,North,P0003,39.5
2022-07-26,South,P0004,79.76
2022-07-26,East,P0005,49.19
2022-07-26,South,P0006,49.83
2022-07-26,West,P0007,72.83
2022-07-26,South,P0008,13.57
2022-07-26,East,P0009,23.36
2022-07-26,West,P0010,54.66
2022-07-26,West,P0011,49.74
2022-07-26,West,P0012,96.09
2022-07-26,East,P0013,77.89
2022-07-26,South,P0014,16.01
2022-07-26,North,P0015,47.6
2022-07-26,South,P0016,82.1
2022-07-26,South,P0017,13.46
2022-07-26,West,P0018,58.76
2022-07-26,North,P0019,94.09
2022-07-26,East,P0020,46.39
2022-07-26,South,P0001,93.5
2022-07-26,North,P0002,83.43
2022-07-26,West,P0003,57.24
2022-07-26,East,P0004,82.95
2022-07-26,West,P0005,25.75
2022-07-26,South,P0006,40.67
2022-07-26,West,P0007,46.17
2022-07-26,North,P0008,45.53
2022-07-26,West,P0009,75.46
2022-07-26,West,P0010,55.06
2022-07-26,West,P0011,92.42
2022-07-26,North,P0012,36.61
2022-07-26,West,P0013,31.63
2022-07-26,South,P0014,11.69
2022-07-26,North,P0015,81.73
2022-07-26,South,P0016,12.76
2022-07-26,North,P0017,81.02
2022-07-26,East,P0018,89.48
2022-07-26,North,P0019,78.86
2022-07-26,West,P0020,80.73
2022-07-26,South,P0001,45.27
2022-07-26,West,P0002,37.54
2022-07-26,North,P0003,26.95
2022-07-26,East,P0004,94.74
2022-07-26,East,P0005,61.79
2022-07-26,East,P0006,49.62
2022-07-26,West,P0007,61.75
2022-07-26,West,P0008,15.79
2022-07-26,South,P0009,23.16
2022-07-26,North,P0010,19.1
2022-07-26,West,P0011,69.29
2022-07-26,South,P0012,59.09
2022-07-26,South,P0013,102.55
2022-07-26,West,P0014,76.25
2022-07-26,North,P0015,66.57
2022-07-26,North,P0016,34.03
2022-07-26,South,P0017,80.58
2022-07-26,North,P0018,58.61
2022-07-26,West,P0019,77.43
2022-07-26,West,P0020,17.1
2022-07-26,West,P0001,9.98
2022-07-26,East,P0002,47.29
2022-07-26,North,P0003,17.38
2022-07-26,East,P0004,62.94
2022-07-26,East,P0005,23.06
2022-07-26,West,P0006,62.1
2022-07-26,East,P0007,23.29
2022-07-26,North,P0008,75.86
2022-07-26,North,P0009,98.73
2022-07-26,North,P0010,32.42
2022-07-26,East,P0011,35.22
2022-07-26,East,P0012,78.53
2022-07-26,East,P0013,24.91
2022-07-26,West,P0014,78.07
2022-07-26,East,P0015,82.45
2022-07-26,West,P0016,94.88
2022-07-26,South,P0017,96.28
2022-07-26,South,P0018,12.53
2022-07-26,West,P0019,15.56
2022-07-26,West,P0020,81.1
2022-07-27,North,P0001,82.11
2022-07-27,North,P0002,59.81
2022-07-27,East,P0003,23.01
2022-07-27,North,P0004,17.1
2022-07-27,South,P0005,21.55
2022-07-27,South,P0006,27.14
2022-07-27,West,P0007,74.32
2022-07-27,East,P0008,60.32
2022-07-27,North,P0009,59.76
2022-07-27,East,P0010,62.46
2022-07-27,East,P0011,44.53
2022-07-27,West,P0012,10.7
2022-07-27,South,P0013,22.73
2022-07-27,South,P0014,54.07
2022-07-27,East,P0015,30.4
2022-07-27,North,P0016,62.6
2022-07-27,West,P0017,85.05
2022-07-27,North,P0018,87.41
2022-07-27,West,P0019,79.12
2022-07-27,West,P0020,60.42
2022-07-27,West,P0001,56.13
2022-07-27,West,P0002,86.07
2022-07-27,North,P0003,45.53
2022-07-27,North,P0004,86.51
2022-07-27,North,P0005,73.88
2022-07-27,West,P0006,83.49
2022-07-27,South,P0007,92.31
2022-07-27,East,P0008,96.72
2022-07-27,North,P0009,18.19
2022-07-27,South,P0010,91.96
2022-07-27,South,P0011,78.53
2022-07-27,South,P0012,68.21
2022-07-27,South,P0013,20.59
2022-07-27,North,P0014,43.04
2022-07-27,East,P0015,68.16
2022-07-27,South,P0016,87.8
2022-07-27,West,P0017,66.5
2022-07-27,South,P0018,63.94
2022-07-27,East,P0019,43.47
2022-07-27,West,P0020,96.82
2022-07-27,West,P0001,64.6
2022-07-27,East,P0002,65.4
2022-07-27,East,P0003,42.21
2022-07-27,East,P0004,73.09
2022-07-27,North,P0005,60.11
2022-07-27,South,P0006,14.47
2022-07-27,South,P0007,17.14
2022-07-27,East,P0008,66.02
2022-07-27,North,P0009,54.12
2022-07-27,South,P0010,88.32
2022-07-27,East,P0011,56.14
2022-07-27,South,P0012,43.54
2022-07-27,North,P0013,54.3
2022-07-27,South,P0014,41.52
2022-07-27,West,P0015,70.25
2022-07-27,South,P0016,75.84
2022-07-27,East,P0017,69.89
2022-07-27,South,P0018,45.36
2022-07-27,West,P0019,40.75
2022-07-27,East,P0020,72.86
2022-07-27,North,P0001,22.82
2022-07-27,East,P0002,62.66
2022-07-27,North,P0003,42.33
2022-07-27,North,P0004,91.54
2022-07-27,East,P0005,36.38
2022-07-27,North,P0006,89.21
2022-07-27,East,P0007,22.59
2022-07-27,East,P0008,20.94
2022-07-27,West,P0009,69.09
2022-07-27,West,P0010,20.58
2022-07-27,South,P0011,40.98
2022-07-27,West,P0012,59.7
2022-07-27,South,P0013,78.67
2022-07-27,East,P0014,48.83
2022-07-27,South,P0015,41.11
2022-07-27,South,P0016,48.26
2022-07-27,South,P0017,47.65
2022-07-27,East,P0018,14.41
2022-07-27,North,P0019,49.18
2022-07-27,East,P0020,44.91
2022-07-27,North,P0001,26.58
2022-07-27,East,P0002,32.08
2022-07-27,West,P0003,92.99
2022-07-27,West,P0004,29.99
2022-07-27,East,P0005,96.4
2022-07-27,South,P0006,99.85
2022-07-27,East,P0007,64.55
2022-07-27,South,P0008,87.81
2022-07-27,East,P0009,45.52
2022-07-27,South,P0010,22.57
2022-07-27,West,P0011,24.75
2022-07-27,North,P0012,67.68
2022-07-27,North,P0013,46.61
2022-07-27,North,P0014,29.04
2022-07-27,East,P0015,71.83
2022-07-27,South,P0016,12.14
2022-07-27,West,P0017,34.9
2022-07-27,East,P0018,33.7
2022-07-27,North,P0019,27.54
2022-07-27,South,P0020,91.95
2022-07-28,South,P0001,74.41
2022-07-28,West,P0002,33.56
2022-07-28,East,P0003,74.07
2022-07-28,West,P0004,11.19
2022-07-28,North,P0005,55.33
2022-07-28,West,P0006,93.39
2022-07-28,North,P0007,35.42
2022-07-28,East,P0008,15.56
2022-07-28,South,P0009,26.19
2022-07-28,West,P0010,31.23
2022-07-28,East,P0011,69.89
2022-07-28,East,P0012,42.01
2022-07-28,North,P0013,54.65
2022-07-28,North,P0014,31.09
2022-07-28,North,P0015,97.01
2022-07-28,South,P0016,28.97
2022-07-28,West,P0017,56.11
2022-07-28,West,P0018,58.76
2022-07-28,East,P0019,51.2
2022-07-28,East,P0020,76.28
2022-07-28,North,P0001,33.37
2022-07-28,East,P0002,42.14
2022-07-28,North,P0003,75.7
2022-07-28,North,P0004,78.48
2022-07-28,South,P0005,80.46
2022-07-28,North,P0006,16.46
2022-07-28,East,P0007,75.07
2022-07-28,South,P0008,80.81
2022-07-28,South,P0009,88.74
2022-07-28,West,P0010,82.15
2022-07-28,North,P0011,83.24
2022-07-28,South,P0012,21.13
2022-07-28,South,P0013,87.18
2022-07-28,East,P0014,93.96
2022-07-28,South,P0015,49.18
2022-07-28,East,P0016,13.15
2022-07-28,East,P0017,100.43
2022-07-28,West,P0018,61.34
2022-07-28,West,P0019,59.01
2022-07-28,West,P0020,41.55
2022-07-28,East,P0001,46.67
2022-07-28,South,P0002,22.94
2022-07-28,East,P0003,84.13
2022-07-28,North,P0004,96.07
2022-07-28,North,P0005,62.44
2022-07-28,South,P0006,22.59
2022-07-28,North,P0007,78.06
2022-07-28,North,P0008,43.76
2022-07-28,North,P0009,37.36
2022-07-28,East,P0010,10.73
2022-07-28,West,P0011,60.61
2022-07-28,South,P0012,11.23
2022-07-28,West,P0013,79.01
2022-07-28,East,P0014,69.81
2022-07-28,South,P0015,63.13
2022-07-28,North,P0016,55.13
2022-07-28,West,P0017,27.18
2022-07-28,South,P0018,12.49
2022-07-28,South,P0019,17.98
2022-07-28,North,P0020,34.33
2022-07-28,West,P0001,43.57
2022-07-28,West,P0002,38.03
2022-07-28,South,P0003,77.78
2022-07-28,West,P0004,15.45
2022-07-28,West,P0005,55.3
2022-07-28,North,P0006,22.71
2022-07-28,East,P0007,26.06
2022-07-28,West,P0008,13.43
2022-07-28,East,P0009,10.0
2022-07-28,East,P0010,80.05
2022-07-28,South,P0011,37.21
2022-07-28,West,P0012,53.76
2022-07-28,East,P0013,71.59
2022-07-28,South,P0014,72.89
2022-07-28,South,P0015,17.27
2022-07-28,South,P0016,59.2
2022-07-28,East,P0017,18.77
2022-07-28,West,P0018,53.64
2022-07-28,South,P0019,51.3
2022-07-28,North,P0020,47.16
2022-07-28,South,P0001,58.63
2022-07-28,East,P0002,53.23
2022-07-28,East,P0003,39.73
2022-07-28,West,P0004,31.22
2022-07-28,South,P0005,65.53
2022-07-28,South,P0006,86.05
2022-07-28,East,P0007,83.61
2022-07-28,North,P0008,37.53
2022-07-28,North,P0009,52.93
2022-07-28,South,P0010,45.85
2022-07-28,South,P0011,14.33
2022-07-28,East,P0012,68.31
2022-07-28,North,P0013,38.32
2022-07-28,East,P0014,57.87
2022-07-28,South,P0015,87.32
2022-07-28,South,P0016,85.53
2022-07-28,East,P0017,81.09
2022-07-28,West,P0018,65.03
2022-07-28,South,P0019,70.41
2022-07-28,East,P0020,89.35
2022-07-29,West,P0001,47.74
2022-07-29,West,P0002,39.93
2022-07-29,North,P0003,69.54
2022-07-29,West,P0004,65.96
2022-07-29,North,P0005,53.77
2022-07-29,East,P0006,44.35
2022-07-29,West,P0007,7.56
2022-07-29,North,P0008,12.55
2022-07-29,South,P0009,99.09
2022-07-29,West,P0010,25.72
2022-07-29,South,P0011,25.65
2022-07-29,South,P0012,98.51
2022-07-29,South,P0013,40.96
2022-07-29,North,P0014,69.29
2022-07-29,West,P0015,17.71
2022-07-29,East,P0016,44.06
2022-07-29,East,P0017,67.15
2022-07-29,West,P0018,27.08
2022-07-29,South,P0019,91.04
2022-07-29,South,P0020,22.4
2022-07-29,West,P0001,28.94
2022-07-29,East,P0002,76.33
2022-07-29,North,P0003,67.96
2022-07-29,East,P0004,60.93
2022-07-29,South,P0005,55.56
2022-07-29,South,P0006,33.37
2022-07-29,South,P0007,82.49
2022-07-29,North,P0008,18.31
2022-07-29,West,P0009,36.72
2022-07-29,North,P0010,59.29
2022-07-29,South,P0011,34.34
2022-07-29,South,P0012,24.51
2022-07-29,North,P0013,72.75
2022-07-29,North,P0014,32.41
2022-07-29,East,P0015,58.73
2022-07-29,North,P0016,72.9
2022-07-29,South,P0017,56.58
2022-07-29,North,P0018,25.11
2022-07-29,South,P0019,72.59
2022-07-29,East,P0020,28.66
2022-07-29,South,P0001,28.55
2022-07-29,West,P0002,47.35
2022-07-29,South,P0003,20.78
2022-07-29,West,P0004,88.5
2022-07-29,South,P0005,41.66
2022-07-29,South,P0006,15.01
2022-07-29,West,P0007,56.48
2022-07-29,North,P0008,65.17
2022-07-29,East,P0009,76.53
2022-07-29,South,P0010,79.18
2022-07-29,West,P0011,100.68
2022-07-29,West,P0012,10.86
2022-07-29,West,P0013,41.07
2022-07-29,West,P0014,54.97
2022-07-29,West,P0015,91.59
2022-07-29,North,P0016,83.17
2022-07-29,East,P0017,77.99
2022-07-29,West,P0018,36.94
2022-07-29,West,P0019,82.39
2022-07-29,East,P0020,70.42
2022-07-29,West,P0001,35.84
2022-07-29,West,P0002,22.64
2022-07-29,South,P0003,60.24
2022-07-29,East,P0004,33.15
2022-07-29,West,P0005,80.92
2022-07-29,East,P0006,87.99
2022-07-29,West,P0007,37.44
2022-07-29,East,P0008,30.96
2022-07-29,South,P0009,66.98
2022-07-29,South,P0010,31.17
2022-07-29,South,P0011,78.46
2022-07-29,North,P0012,77.16
2022-07-29,South,P0013,81.84
2022-07-29,North,P0014,92.05
2022-07-29,South,P0015,43.17
2022-07-29,North,P0016,21.35
2022-07-29,West,P0017,97.17
2022-07-29,South,P0018,16.96
2022-07-29,West,P0019,71.14
2022-07-29,West,P0020,44.42
2022-07-29,West,P0001,77.08
2022-07-29,West,P0002,26.71
2022-07-29,North,P0003,48.97
2022-07-29,West,P0004,100.76
2022-07-29,East,P0005,28.76
2022-07-29,North,P0006,64.17
2022-07-29,West,P0007,30.5
2022-07-29,North,P0008,62.84
2022-07-29,West,P0009,49.56
2022-07-29,East,P0010,96.15
2022-07-29,West,P0011,75.67
2022-07-29,South,P0012,49.44
2022-07-29,West,P0013,99.5
2022-07-29,East,P0014,59.54
2022-07-29,East,P0015,21.38
2022-07-29,West,P0016,24.94
2022-07-29,South,P0017,44.43
2022-07-29,East,P0018,25.19
2022-07-29,South,P0019,68.87
2022-07-29,North,P0020,71.94
2022-07-30,South,P0001,101.36
2022-07-30,North,P0002,58.06
2022-07-30,East,P0003,61.11
2022-07-30,East,P0004,54.93
2022-07-30,North,P0005,35.14
2022-07-30,North,P0006,95.41
2022-07-30,South,P0007,61.18
2022-07-30,West,P0008,53.81
2022-07-30,South,P0009,52.06
2022-07-30,East,P0010,10.64
2022-07-30,West,P0011,21.58
2022-07-30,East,P0012,30.46
2022-07-30,East,P0013,31.84
2022-07-30,North,P0014,61.18
2022-07-30,North,P0015,76.62
2022-07-30,North,P0016,23.69
2022-07-30,East,P0017,47.47
2022-07-30,West,P0018,38.95
2022-07-30,North,P0019,20.83
2022-07-30,South,P0020,52.13
2022-07-30,East,P0001,76.94
2022-07-30,South,P0002,78.37
2022-07-30,North,P0003,29.32
2022-07-30,East,P0004,14.96
2022-07-30,North,P0005,94.35
2022-07-30,South,P0006,26.66
2022-07-30,East,P0007,21.69
2022-07-30,East,P0008,88.38
2022-07-30,East,P0009,57.49
2022-07-30,South,P0010,44.37
2022-07-30,North,P0011,45.91
2022-07-30,West,P0012,11.72
2022-07-30,North,P0013,50.34
2022-07-30,East,P0014,19.2
2022-07-30,North,P0015,38.39
2022-07-30,North,P0016,18.66
2022-07-30,North,P0017,24.66
2022-07-30,West,P0018,43.98
2022-07-30,South,P0019,87.77
2022-07-30,East,P0020,47.5
2022-07-30,North,P0001,86.84
2022-07-30,South,P0002,39.66
2022-07-30,East,P0003,52.19
2022-07-30,West,P0004,21.15
2022-07-30,East,P0005,36.88
2022-07-30,West,P0006,58.44
2022-07-30,South,P0007,34.45
2022-07-30,North,P0008,43.21
2022-07-30,East,P0009,42.23
2022-07-30,West,P0010,55.52
2022-07-30,West,P0011,24.33
2022-07-30,South,P0012,36.09
2022-07-30,North,P0013,94.89
2022-07-30,North,P0014,73.26
2022-07-30,East,P0015,26.31
2022-07-30,South,P0016,96.49
2022-07-30,South,P0017,96.56
2022-07-30,East,P0018,91.12
2022-07-30,North,P0019,54.7
2022-07-30,North,P0020,83.82
2022-07-30,West,P0001,20.91
2022-07-30,South,P0002,33.92
2022-07-30,West,P0003,24.23
2022-07-30,East,P0004,64.03
2022-07-30,East,P0005,57.52
2022-07-30,South,P0006,61.67
2022-07-30,South,P0007,61.78
2022-07-30,South,P0008,103.51
2022-07-30,West,P0009,94.19
2022-07-30,South,P0010,17.11
2022-07-30,West,P0011,56.03
2022-07-30,South,P0012,101.81
2022-07-30,South,P0013,10.52
2022-07-30,West,P0014,86.22
2022-07-30,South,P0015,72.11
2022-07-30,West,P0016,60.44
2022-07-30,East,P0017,9.72
2022-07-30,South,P0018,33.11
2022-07-30,North,P0019,81.46
2022-07-30,West,P0020,34.68
2022-07-30,North,P0001,37.28
2022-07-30,East,P0002,34.79
2022-07-30,West,P0003,34.82
2022-07-30,North,P0004,56.83
2022-07-30,West,P0005,82.27
2022-07-30,South,P0006,49.04
2022-07-30,East,P0007,56.13
2022-07-30,North,P0008,56.83
2022-07-30,East,P0009,56.4
2022-07-30,North,P0010,34.17
2022-07-30,West,P0011,46.91
2022-07-30,North,P0012,51.99
2022-07-30,South,P0013,15.37
2022-07-30,South,P0014,36.7
2022-07-30,West,P0015,17.35
2022-07-30,West,P0016,59.62
2022-07-30,North,P0017,59.3
2022-07-30,East,P0018,91.15
2022-07-30,West,P0019,92.84
2022-07-30,East,P0020,64.16
2022-07-31,East,P0001,86.17
2022-07-31,South,P0002,49.64
2022-07-31,South,P0003,12.5
2022-07-31,South,P0004,17.01
2022-07-31,South,P0005,28.69
2022-07-31,South,P0006,22.85
2022-07-31,East,P0007,102.47
2022-07-31,West,P0008,90.17
2022-07-31,West,P0009,71.09
2022-07-31,North,P0010,83.49
2022-07-31,East,P0011,94.66
2022-07-31,South,P0012,67.53
2022-07-31,East,P0013,64.99
2022-07-31,West,P0014,72.67
2022-07-31,North,P0015,75.57
2022-07-31,North,P0016,11.64
2022-07-31,North,P0017,12.4
2022-07-31,West,P0018,16.22
2022-07-31,East,P0019,45.86
2022-07-31,North,P0020,66.66
2022-07-31,North,P0001,36.5
2022-07-31,South,P0002,88.75
2022-07-31,South,P0003,91.69
2022-07-31,North,P0004,15.62
2022-07-31,North,P0005,57.72
2022-07-31,West,P0006,71.51
2022-07-31,South,P0007,71.64
2022-07-31,West,P0008,31.61
2022-07-31,East,P0009,78.44
2022-07-31,South,P0010,38.13
2022-07-31,South,P0011,63.64
2022-07-31,South,P0012,100.17
2022-07-31,South,P0013,20.69
2022-07-31,West,P0014,22.19
2022-07-31,East,P0015,58.6
2022-07-31,North,P0016,29.59
2022-07-31,North,P0017,71.9
2022-07-31,West,P0018,54.72
2022-07-31,South,P0019,47.25
2022-07-31,West,P0020,95.06
2022-07-31,East,P0001,64.24
2022-07-31,East,P0002,83.89
2022-07-31,West,P0003,41.69
2022-07-31,West,P0004,48.26
2022-07-31,South,P0005,76.49
2022-07-31,North,P0006,71.98
2022-07-31,North,P0007,85.95
2022-07-31,North,P0008,30.3
2022-07-31,West,P0009,13.21
2022-07-31,North,P0010,95.77
2022-07-31,West,P0011,55.29
2022-07-31,North,P0012,88.1
2022-07-31,North,P0013,23.06
2022-07-31,South,P0014,21.6
2022-07-31,East,P0015,41.09
2022-07-31,East,P0016,49.12
2022-07-31,East,P0017,34.3
2022-07-31,South,P0018,62.31
2022-07-31,South,P0019,57.8
2022-07-31,East,P0020,39.97
2022-07-31,North,P0001,74.59
2022-07-31,North,P0002,49.4
2022-07-31,West,P0003,93.94
2022-07-31,East,P0004,52.17
2022-07-31,North,P0005,53.07
2022-07-31,North,P0006,81.57
2022-07-31,South,P0007,49.38
2022-07-31,West,P0008,19.42
2022-07-31,West,P0009,88.32
2022-07-31,East,P0010,42.83
2022-07-31,East,P0011,32.34
2022-07-31,North,P0012,74.06
2022-07-31,West,P0013,66.62
2022-07-31,North,P0014,19.69
2022-07-31,North,P0015,60.4
2022-07-31,East,P0016,63.67
2022-07-31,East,P0017,75.01
2022-07-31,North,P0018,71.97
2022-07-31,East,P0019,52.57
2022-07-31,South,P0020,42.03
2022-07-31,East,P0001,44.05
2022-07-31,South,P0002,93.95
2022-07-31,East,P0003,19.58
2022-07-31,West,P0004,50.03
2022-07-31,West,P0005,15.73
2022-07-31,North,P0006,90.71
2022-07-31,North,P0007,61.32
2022-07-31,South,P0008,44.75
2022-07-31,South,P0009,43.27
2022-07-31,East,P0010,70.45
2022-07-31,South,P0011,44.11
2022-07-31,South,P0012,94.5
2022-07-31,East,P0013,20.94
2022-07-31,East,P0014,52.91
2022-07-31,East,P0015,8.13
2022-07-31,North,P0016,15.53
2022-07-31,South,P0017,37.67
2022-07-31,East,P0018,93.93
2022-07-31,North,P0019,33.43
2022-07-31,South,P0020,58.78
2022-08-01,West,P0001,29.58
2022-08-01,West,P0002,65.03
2022-08-01,East,P0003,39.3
2022-08-01,North,P0004,61.76
2022-08-01,West,P0005,64.48
2022-08-01,West,P0006,21.46
2022-08-01,North,P0007,28.26
2022-08-01,West,P0008,101.69
2022-08-01,West,P0009,60.12
2022-08-01,East,P0010,76.09
2022-08-01,North,P0011,28.03
2022-08-01,East,P0012,84.84
2022-08-01,East,P0013,33.24
2022-08-01,South,P0014,17.41
2022-08-01,East,P0015,15.94
2022-08-01,South,P0016,45.06
2022-08-01,East,P0017,53.59
2022-08-01,North,P0018,15.93
2022-08-01,East,P0019,59.74
2022-08-01,East,P0020,78.75
2022-08-01,South,P0001,54.28
2022-08-01,South,P0002,54.34
2022-08-01,West,P0003,23.98
2022-08-01,West,P0004,93.51
2022-08-01,South,P0005,18.12
2022-08-01,West,P0006,67.77
2022-08-01,South,P0007,68.32
2022-08-01,East,P0008,87.93
2022-08-01,North,P0009,94.97
2022-08-01,West,P0010,95.58
2022-08-01,West,P0011,74.58
2022-08-01,West,P0012,39.77
2022-08-01,West,P0013,22.2
2022-08-01,West,P0014,102.49
2022-08-01,South,P0015,57.52
2022-08-01,East,P0016,72.95
2022-08-01,West,P0017,31.15
2022-08-01,East,P0018,41.94
2022-08-01,West,P0019,33.69
2022-08-01,North,P0020,20.09
2022-08-01,South,P0001,71.71
2022-08-01,East,P0002,94.87
2022-08-01,East,P0003,14.9
2022-08-01,North,P0004,31.08
2022-08-01,West,P0005,42.47
2022-08-01,West,P0006,67.11
2022-08-01,North,P0007,62.78
2022-08-01,West,P0008,36.96
2022-08-01,East,P0009,58.92
2022-08-01,West,P0010,83.77
2022-08-01,North,P0011,34.18
2022-08-01,West,P0012,63.49
2022-08-01,West,P0013,98.09
2022-08-01,West,P0014,14.42
2022-08-01,West,P0015,47.78
2022-08-01,North,P0016,61.09
2022-08-01,North,P0017,76.17
2022-08-01,North,P0018,73.24
2022-08-01,North,P0019,87.47
2022-08-01,East,P0020,90.32
2022-08-01,South,P0001,91.86
2022-08-01,East,P0002,53.35
2022-08-01,East,P0003,48.04
2022-08-01,North,P0004,62.12
2022-08-01,East,P0005,18.2
2022-08-01,East,P0006,58.06
2022-08-01,North,P0007,83.82
2022-08-01,North,P0008,55.9
2022-08-01,East,P0009,8.06
2022-08-01,South,P0010,67.66
2022-08-01,East,P0011,88.38
2022-08-01,East,P0012,73.32
2022-08-01,East,P0013,34.86
2022-08-01,North,P0014,26.47
2022-08-01,East,P0015,77.15
2022-08-01,West,P0016,35.79
2022-08-01,West,P0017,73.99
2022-08-01,North,P0018,69.35
2022-08-01,South,P0019,26.5
2022-08-01,West,P0020,29.79
2022-08-01,West,P0001,57.12
2022-08-01,West,P0002,31.99
2022-08-01,East,P0003,70.52
2022-08-01,North,P0004,99.42
2022-08-01,East,P0005,11.54
2022-08-01,North,P0006,16.08
2022-08-01,East,P0007,92.0
2022-08-01,West,P0008,30.42
2022-08-01,South,P0009,59.86
2022-08-01,South,P0010,15.58
2022-08-01,South,P0011,74.46
2022-08-01,East,P0012,16.21
2022-08-01,West,P0013,101.0
2022-08-01,East,P0014,83.12
2022-08-01,South,P0015,40.88
2022-08-01,North,P0016,97.34
2022-08-01,North,P0017,34.53
2022-08-01,South,P0018,30.43
2022-08-01,East,P0019,21.48
2022-08-01,South,P0020,88.79
2022-08-02,West,P0001,90.51
2022-08-02,East,P0002,82.79
2022-08-02,South,P0003,17.03
2022-08-02,North,P0004,94.98
2022-08-02,East,P0005,48.35
2022-08-02,North,P0006,60.65
2022-08-02,North,P0007,89.53
2022-08-02,East,P0008,62.05
2022-08-02,South,P0009,38.56
2022-08-02,East,P0010,97.41
2022-08-02,East,P0011,9.94
2022-08-02,East,P0012,75.49
2022-08-02,West,P0013,13.22
2022-08-02,East,P0014,64.11
2022-08-02,West,P0015,47.82
2022-08-02,East,P0016,60.65
2022-08-02,West,P0017,28.34
2022-08-02,East,P0018,62.26
2022-08-02,East,P0019,50.14
2022-08-02,North,P0020,44.94
2022-08-02,North,P0001,36.25
2022-08-02,North,P0002,40.33
2022-08-02,West,P0003,81.29
2022-08-02,South,P0004,39.95
2022-08-02,South,P0005,13.35
2022-08-02,East,P0006,44.95
2022-08-02,East,P0007,84.45
2022-08-02,South,P0008,40.33
2022-08-02,South,P0009,92.89
2022-08-02,North,P0010,86.31
2022-08-02,South,P0011,88.57
2022-08-02,North,P0012,10.64
2022-08-02,South,P0013,53.82
2022-08-02,North,P0014,29.58
2022-08-02,West,P0015,31.66
2022-08-02,North,P0016,67.33
2022-08-02,West,P0017,32.36
2022-08-02,East,P0018,73.05
2022-08-02,South,P0019,71.65
2022-08-02,West,P0020,92.79
2022-08-02,East,P0001,93.07
2022-08-02,West,P0002,57.77
2022-08-02,North,P0003,90.2
2022-08-02,East,P0004,22.12
2022-08-02,East,P0005,43.81
2022-08-02,South,P0006,73.64
2022-08-02,North,P0007,27.0
2022-08-02,West,P0008,79.02
2022-08-02,North,P0009,55.57
2022-08-02,East,P0010,92.75
2022-08-02,North,P0011,9.21
2022-08-02,West,P0012,91.97
2022-08-02,East,P0013,33.87
2022-08-02,East,P0014,28.05
