Date,Store ID,Product ID,Units Sold,Units Ordered
2022-05-05,S003,P0003,83,90
2022-05-05,S003,P0004,45,78
2022-05-05,S003,P0005,75,183
2022-05-05,S003,P0006,42,186
2022-05-05,S003,P0007,85,146
2022-05-05,S003,P0008,7,131
2022-05-05,S003,P0009,314,179
2022-05-05,S003,P0010,50,162
2022-05-05,S003,P0011,60,200
2022-05-05,S003,P0012,115,187
2022-05-05,S003,P0013,141,74
2022-05-05,S003,P0014,174,148
2022-05-05,S003,P0015,215,152
2022-05-05,S003,P0016,294,184
2022-05-05,S003,P0017,136,94
2022-05-05,S003,P0018,37,60
2022-05-05,S003,P0019,51,167
2022-05-05,S003,P0020,54,84
2022-05-05,S004,P0001,202,47
2022-05-05,S004,P0002,45,198
2022-05-05,S004,P0003,147,137
2022-05-05,S004,P0004,271,73
2022-05-05,S004,P0005,296,120
2022-05-05,S004,P0006,92,36
2022-05-05,S004,P0007,159,173
2022-05-05,S004,P0008,84,36
2022-05-05,S004,P0009,100,27
2022-05-05,S004,P0010,174,109
2022-05-05,S004,P0011,300,180
2022-05-05,S004,P0012,48,23
2022-05-05,S004,P0013,164,59
2022-05-05,S004,P0014,63,129
2022-05-05,S004,P0015,55,54
2022-05-05,S004,P0016,40,200
2022-05-05,S004,P0017,82,179
2022-05-05,S004,P0018,348,63
2022-05-05,S004,P0019,80,27
2022-05-05,S004,P0020,29,46
2022-05-05,S005,P0001,306,42
2022-05-05,S005,P0002,53,52
2022-05-05,S005,P0003,422,50
2022-05-05,S005,P0004,373,42
2022-05-05,S005,P0005,22,102
2022-05-05,S005,P0006,146,168
2022-05-05,S005,P0007,2,93
2022-05-05,S005,P0008,61,139
2022-05-05,S005,P0009,76,122
2022-05-05,S005,P0010,102,73
2022-05-05,S005,P0011,93,196
2022-05-05,S005,P0012,87,134
2022-05-05,S005,P0013,343,45
2022-05-05,S005,P0014,56,27
2022-05-05,S005,P0015,1,198
2022-05-05,S005,P0016,147,78
2022-05-05,S005,P0017,213,137
2022-05-05,S005,P0018,208,42
2022-05-05,S005,P0019,321,49
2022-05-05,S005,P0020,53,150
2022-05-06,S001,P0001,26,79
2022-05-06,S001,P0002,102,135
2022-05-06,S001,P0003,156,37
2022-05-06,S001,P0004,22,156
2022-05-06,S001,P0005,390,154
2022-05-06,S001,P0006,334,128
2022-05-06,S001,P0007,198,90
2022-05-06,S001,P0008,122,178
2022-05-06,S001,P0009,39,60
2022-05-06,S001,P0010,89,82
2022-05-06,S001,P0011,228,76
2022-05-06,S001,P0012,179,103
2022-05-06,S001,P0013,79,118
2022-05-06,S001,P0014,249,169
2022-05-06,S001,P0015,268,72
2022-05-06,S001,P0016,38,140
2022-05-06,S001,P0017,105,51
2022-05-06,S001,P0018,169,142
2022-05-06,S001,P0019,56,140
2022-05-06,S001,P0020,32,185
2022-05-06,S002,P0001,327,22
2022-05-06,S002,P0002,86,195
2022-05-06,S002,P0003,282,189
2022-05-06,S002,P0004,389,111
2022-05-06,S002,P0005,37,89
2022-05-06,S002,P0006,189,183
2022-05-06,S002,P0007,271,128
2022-05-06,S002,P0008,324,175
2022-05-06,S002,P0009,288,112
2022-05-06,S002,P0010,118,78
2022-05-06,S002,P0011,47,147
2022-05-06,S002,P0012,38,107
2022-05-06,S002,P0013,197,36
2022-05-06,S002,P0014,87,147
2022-05-06,S002,P0015,116,72
2022-05-06,S002,P0016,204,40
2022-05-06,S002,P0017,228,151
2022-05-06,S002,P0018,276,102
2022-05-06,S002,P0019,241,157
2022-05-06,S002,P0020,17,136
2022-05-06,S003,P0001,107,174
2022-05-06,S003,P0002,52,127
2022-05-06,S003,P0003,171,85
2022-05-06,S003,P0004,66,171
2022-05-06,S003,P0005,217,90
2022-05-06,S003,P0006,25,109
2022-05-06,S003,P0007,326,167
2022-05-06,S003,P0008,45,41
2022-05-06,S003,P0009,42,86
2022-05-06,S003,P0010,25,119
2022-05-06,S003,P0011,7,181
2022-05-06,S003,P0012,255,177
2022-05-06,S003,P0013,52,141
2022-05-06,S003,P0014,5,171
2022-05-06,S003,P0015,113,170
2022-05-06,S003,P0016,466,108
2022-05-06,S003,P0017,336,170
2022-05-06,S003,P0018,28,38
2022-05-06,S003,P0019,80,91
2022-05-06,S003,P0020,147,93
2022-05-06,S004,P0001,4,43
2022-05-06,S004,P0002,71,198
2022-05-06,S004,P0003,205,187
2022-05-06,S004,P0004,139,34
2022-05-06,S004,P0005,26,153
2022-05-06,S004,P0006,98,177
2022-05-06,S004,P0007,110,172
2022-05-06,S004,P0008,5,114
2022-05-06,S004,P0009,367,40
2022-05-06,S004,P0010,15,141
2022-05-06,S004,P0011,85,160
2022-05-06,S004,P0012,250,142
2022-05-06,S004,P0013,99,112
2022-05-06,S004,P0014,46,86
2022-05-06,S004,P0015,79,79
2022-05-06,S004,P0016,57,41
2022-05-06,S004,P0017,205,188
2022-05-06,S004,P0018,131,26
2022-05-06,S004,P0019,24,156
2022-05-06,S004,P0020,76,70
2022-05-06,S005,P0001,101,100
2022-05-06,S005,P0002,320,29
2022-05-06,S005,P0003,62,160
2022-05-06,S005,P0004,169,173
2022-05-06,S005,P0005,157,61
2022-05-06,S005,P0006,25,48
2022-05-06,S005,P0007,56,133
2022-05-06,S005,P0008,38,116
2022-05-06,S005,P0009,308,155
2022-05-06,S005,P0010,274,61
2022-05-06,S005,P0011,312,24
2022-05-06,S005,P0012,86,120
2022-05-06,S005,P0013,27,127
2022-05-06,S005,P0014,132,56
2022-05-06,S005,P0015,47,63
2022-05-06,S005,P0016,278,96
2022-05-06,S005,P0017,74,28
2022-05-06,S005,P0018,211,71
2022-05-06,S005,P0019,64,84
2022-05-06,S005,P0020,243,162
2022-05-07,S001,P0001,39,150
2022-05-07,S001,P0002,118,125
2022-05-07,S001,P0003,86,116
2022-05-07,S001,P0004,56,190
2022-05-07,S001,P0005,313,192
2022-05-07,S001,P0006,13,155
2022-05-07,S001,P0007,270,67
2022-05-07,S001,P0008,86,38
2022-05-07,S001,P0009,430,122
2022-05-07,S001,P0010,155,31
2022-05-07,S001,P0011,80,135
2022-05-07,S001,P0012,70,193
2022-05-07,S001,P0013,56,62
2022-05-07,S001,P0014,60,68
2022-05-07,S001,P0015,194,94
2022-05-07,S001,P0016,287,64
2022-05-07,S001,P0017,23,96
2022-05-07,S001,P0018,9,80
2022-05-07,S001,P0019,200,43
2022-05-07,S001,P0020,36,172
2022-05-07,S002,P0001,90,124
2022-05-07,S002,P0002,40,107
2022-05-07,S002,P0003,2,34
2022-05-07,S002,P0004,40,40
2022-05-07,S002,P0005,72,84
2022-05-07,S002,P0006,17,65
2022-05-07,S002,P0007,80,127
2022-05-07,S002,P0008,211,30
2022-05-07,S002,P0009,246,104
2022-05-07,S002,P0010,346,128
2022-05-07,S002,P0011,267,115
2022-05-07,S002,P0012,141,137
2022-05-07,S002,P0013,94,58
2022-05-07,S002,P0014,47,157
2022-05-07,S002,P0015,324,152
2022-05-07,S002,P0016,132,141
2022-05-07,S002,P0017,23,68
2022-05-07,S002,P0018,237,73
2022-05-07,S002,P0019,41,155
2022-05-07,S002,P0020,109,113
2022-05-07,S003,P0001,72,53
2022-05-07,S003,P0002,12,173
2022-05-07,S003,P0003,405,137
2022-05-07,S003,P0004,298,112
2022-05-07,S003,P0005,301,178
2022-05-07,S003,P0006,393,37
2022-05-07,S003,P0007,55,69
2022-05-07,S003,P0008,89,155
2022-05-07,S003,P0009,222,117
2022-05-07,S003,P0010,201,172
2022-05-07,S003,P0011,228,158
2022-05-07,S003,P0012,343,59
2022-05-07,S003,P0013,103,92
2022-05-07,S003,P0014,223,41
2022-05-07,S003,P0015,176,176
2022-05-07,S003,P0016,77,111
2022-05-07,S003,P0017,27,86
2022-05-07,S003,P0018,378,140
2022-05-07,S003,P0019,173,65
2022-05-07,S003,P0020,145,55
2022-05-07,S004,P0001,53,168
2022-05-07,S004,P0002,3,179
2022-05-07,S004,P0003,86,104
2022-05-07,S004,P0004,32,127
2022-05-07,S004,P0005,107,63
2022-05-07,S004,P0006,215,22
2022-05-07,S004,P0007,10,33
2022-05-07,S004,P0008,106,178
2022-05-07,S004,P0009,248,149
2022-05-07,S004,P0010,34,79
2022-05-07,S004,P0011,8,127
2022-05-07,S004,P0012,206,61
2022-05-07,S004,P0013,74,144
2022-05-07,S004,P0014,62,172
2022-05-07,S004,P0015,98,127
2022-05-07,S004,P0016,2,85
2022-05-07,S004,P0017,253,162
2022-05-07,S004,P0018,31,111
2022-05-07,S004,P0019,8,102
2022-05-07,S004,P0020,170,198
2022-05-07,S005,P0001,266,148
2022-05-07,S005,P0002,134,35
2022-05-07,S005,P0003,13,103
2022-05-07,S005,P0004,149,198
2022-05-07,S005,P0005,56,21
2022-05-07,S005,P0006,98,83
2022-05-07,S005,P0007,269,111
2022-05-07,S005,P0008,275,116
2022-05-07,S005,P0009,267,199
2022-05-07,S005,P0010,78,86
2022-05-07,S005,P0011,0,67
2022-05-07,S005,P0012,142,27
2022-05-07,S005,P0013,89,46
2022-05-07,S005,P0014,165,162
2022-05-07,S005,P0015,317,149
2022-05-07,S005,P0016,232,134
2022-05-07,S005,P0017,88,24
2022-05-07,S005,P0018,223,115
2022-05-07,S005,P0019,2,52
2022-05-07,S005,P0020,191,181
2022-05-08,S001,P0001,6,120
2022-05-08,S001,P0002,141,155
2022-05-08,S001,P0003,46,74
2022-05-08,S001,P0004,5,196
2022-05-08,S001,P0005,22,39
2022-05-08,S001,P0006,400,170
2022-05-08,S001,P0007,88,160
2022-05-08,S001,P0008,51,158
2022-05-08,S001,P0009,317,93
2022-05-08,S001,P0010,79,93
2022-05-08,S001,P0011,263,35
2022-05-08,S001,P0012,140,129
2022-05-08,S001,P0013,192,21
2022-05-08,S001,P0014,266,50
2022-05-08,S001,P0015,53,70
2022-05-08,S001,P0016,218,56
2022-05-08,S001,P0017,100,199
2022-05-08,S001,P0018,6,99
2022-05-08,S001,P0019,257,156
2022-05-08,S001,P0020,394,157
2022-05-08,S002,P0001,310,137
2022-05-08,S002,P0002,77,195
2022-05-08,S002,P0003,62,96
2022-05-08,S002,P0004,277,99
2022-05-08,S002,P0005,200,167
2022-05-08,S002,P0006,136,136
2022-05-08,S002,P0007,82,23
2022-05-08,S002,P0008,79,173
2022-05-08,S002,P0009,95,56
2022-05-08,S002,P0010,60,121
2022-05-08,S002,P0011,28,173
2022-05-08,S002,P0012,245,160
2022-05-08,S002,P0013,205,34
2022-05-08,S002,P0014,250,111
2022-05-08,S002,P0015,74,99
2022-05-08,S002,P0016,43,97
2022-05-08,S002,P0017,167,180
2022-05-08,S002,P0018,3,149
2022-05-08,S002,P0019,275,28
2022-05-08,S002,P0020,69,136
2022-05-08,S003,P0001,29,61
2022-05-08,S003,P0002,0,133
2022-05-08,S003,P0003,258,174
2022-05-08,S003,P0004,332,135
2022-05-08,S003,P0005,108,179
2022-05-08,S003,P0006,70,71
2022-05-08,S003,P0007,469,197
2022-05-08,S003,P0008,117,23
2022-05-08,S003,P0009,217,60
2022-05-08,S003,P0010,154,156
2022-05-08,S003,P0011,316,53
2022-05-08,S003,P0012,137,20
2022-05-08,S003,P0013,318,162
2022-05-08,S003,P0014,119,148
2022-05-08,S003,P0015,337,40
2022-05-08,S003,P0016,243,94
2022-05-08,S003,P0017,83,33
2022-05-08,S003,P0018,45,193
2022-05-08,S003,P0019,194,58
2022-05-08,S003,P0020,245,169
2022-05-08,S004,P0001,47,30
2022-05-08,S004,P0002,210,192
2022-05-08,S004,P0003,283,103
2022-05-08,S004,P0004,84,177
2022-05-08,S004,P0005,335,130
2022-05-08,S004,P0006,339,59
2022-05-08,S004,P0007,26,67
2022-05-08,S004,P0008,295,24
2022-05-08,S004,P0009,81,56
2022-05-08,S004,P0010,166,71
2022-05-08,S004,P0011,246,40
2022-05-08,S004,P0012,111,41
2022-05-08,S004,P0013,315,60
2022-05-08,S004,P0014,196,135
2022-05-08,S004,P0015,345,165
2022-05-08,S004,P0016,77,70
2022-05-08,S004,P0017,55,197
2022-05-08,S004,P0018,108,57
2022-05-08,S004,P0019,218,193
2022-05-08,S004,P0020,14,197
2022-05-08,S005,P0001,88,159
2022-05-08,S005,P0002,183,173
2022-05-08,S005,P0003,409,138
2022-05-08,S005,P0004,40,165
2022-05-08,S005,P0005,226,147
2022-05-08,S005,P0006,343,74
2022-05-08,S005,P0007,29,161
2022-05-08,S005,P0008,112,141
2022-05-08,S005,P0009,68,186
2022-05-08,S005,P0010,20,111
2022-05-08,S005,P0011,277,101
2022-05-08,S005,P0012,31,64
2022-05-08,S005,P0013,21,141
2022-05-08,S005,P0014,99,25
2022-05-08,S005,P0015,4,88
2022-05-08,S005,P0016,343,25
2022-05-08,S005,P0017,15,61
2022-05-08,S005,P0018,128,88
2022-05-08,S005,P0019,10,92
2022-05-08,S005,P0020,206,182
2022-05-09,S001,P0001,173,94
2022-05-09,S001,P0002,189,42
2022-05-09,S001,P0003,114,172
2022-05-09,S001,P0004,318,22
2022-05-09,S001,P0005,20,134
2022-05-09,S001,P0006,289,128
2022-05-09,S001,P0007,193,126
2022-05-09,S001,P0008,112,71
2022-05-09,S001,P0009,179,71
2022-05-09,S001,P0010,72,139
2022-05-09,S001,P0011,77,68
2022-05-09,S001,P0012,47,167
2022-05-09,S001,P0013,112,33
2022-05-09,S001,P0014,113,176
2022-05-09,S001,P0015,267,122
2022-05-09,S001,P0016,248,46
2022-05-09,S001,P0017,126,98
2022-05-09,S001,P0018,44,163
2022-05-09,S001,P0019,74,152
2022-05-09,S001,P0020,210,65
2022-05-09,S002,P0001,46,60
2022-05-09,S002,P0002,17,154
2022-05-09,S002,P0003,19,88
2022-05-09,S002,P0004,39,55
2022-05-09,S002,P0005,219,53
2022-05-09,S002,P0006,46,87
2022-05-09,S002,P0007,338,82
2022-05-09,S002,P0008,102,85
2022-05-09,S002,P0009,37,198
2022-05-09,S002,P0010,99,105
2022-05-09,S002,P0011,429,146
2022-05-09,S002,P0012,85,35
2022-05-09,S002,P0013,13,167
2022-05-09,S002,P0014,90,30
2022-05-09,S002,P0015,158,169
2022-05-09,S002,P0016,244,152
2022-05-09,S002,P0017,100,136
2022-05-09,S002,P0018,186,94
2022-05-09,S002,P0019,86,70
2022-05-09,S002,P0020,160,155
2022-05-09,S003,P0001,84,35
2022-05-09,S003,P0002,144,86
2022-05-09,S003,P0003,31,73
2022-05-09,S003,P0004,64,106
2022-05-09,S003,P0005,134,158
2022-05-09,S003,P0006,46,199
2022-05-09,S003,P0007,215,157
2022-05-09,S003,P0008,46,164
2022-05-09,S003,P0009,180,189
2022-05-09,S003,P0010,189,164
2022-05-09,S003,P0011,16,128
2022-05-09,S003,P0012,272,36
2022-05-09,S003,P0013,33,76
2022-05-09,S003,P0014,32,144
2022-05-09,S003,P0015,287,192
2022-05-09,S003,P0016,134,119
2022-05-09,S003,P0017,46,133
2022-05-09,S003,P0018,7,95
2022-05-09,S003,P0019,340,105
2022-05-09,S003,P0020,18,151
2022-05-09,S004,P0001,72,188
2022-05-09,S004,P0002,35,119
2022-05-09,S004,P0003,36,38
2022-05-09,S004,P0004,215,65
2022-05-09,S004,P0005,142,167
2022-05-09,S004,P0006,128,45
2022-05-09,S004,P0007,160,31
2022-05-09,S004,P0008,400,183
2022-05-09,S004,P0009,36,139
2022-05-09,S004,P0010,30,41
2022-05-09,S004,P0011,62,192
2022-05-09,S004,P0012,389,32
2022-05-09,S004,P0013,77,22
2022-05-09,S004,P0014,232,47
2022-05-09,S004,P0015,402,150
2022-05-09,S004,P0016,21,39
2022-05-09,S004,P0017,187,174
2022-05-09,S004,P0018,11,100
2022-05-09,S004,P0019,43,164
2022-05-09,S004,P0020,244,179
2022-05-09,S005,P0001,34,134
2022-05-09,S005,P0002,254,181
2022-05-09,S005,P0003,29,178
2022-05-09,S005,P0004,20,181
2022-05-09,S005,P0005,9,80
2022-05-09,S005,P0006,17,195
2022-05-09,S005,P0007,109,141
2022-05-09,S005,P0008,134,129
2022-05-09,S005,P0009,70,117
2022-05-09,S005,P0010,154,120
2022-05-09,S005,P0011,14,184
2022-05-09,S005,P0012,426,55
2022-05-09,S005,P0013,339,68
2022-05-09,S005,P0014,366,41
2022-05-09,S005,P0015,125,72
2022-05-09,S005,P0016,160,130
2022-05-09,S005,P0017,3,105
2022-05-09,S005,P0018,22,148
2022-05-09,S005,P0019,24,45
2022-05-09,S005,P0020,59,38
2022-05-10,S001,P0001,19,138
2022-05-10,S001,P0002,51,130
2022-05-10,S001,P0003,273,171
2022-05-10,S001,P0004,163,72
2022-05-10,S001,P0005,144,49
2022-05-10,S001,P0006,178,189
2022-05-10,S001,P0007,67,98
2022-05-10,S001,P0008,164,60
2022-05-10,S001,P0009,30,36
2022-05-10,S001,P0010,113,152
2022-05-10,S001,P0011,7,199
2022-05-10,S001,P0012,48,162
2022-05-10,S001,P0013,259,69
2022-05-10,S001,P0014,217,166
2022-05-10,S001,P0015,74,184
2022-05-10,S001,P0016,329,48
2022-05-10,S001,P0017,68,138
2022-05-10,S001,P0018,275,153
2022-05-10,S001,P0019,339,80
2022-05-10,S001,P0020,82,79
2022-05-10,S002,P0001,103,54
2022-05-10,S002,P0002,34,71
2022-05-10,S002,P0003,194,119
2022-05-10,S002,P0004,48,46
2022-05-10,S002,P0005,196,173
2022-05-10,S002,P0006,307,71
2022-05-10,S002,P0007,45,158
2022-05-10,S002,P0008,156,178
2022-05-10,S002,P0009,16,112
2022-05-10,S002,P0010,10,198
2022-05-10,S002,P0011,27,29
2022-05-10,S002,P0012,87,169
2022-05-10,S002,P0013,174,111
2022-05-10,S002,P0014,48,30
2022-05-10,S002,P0015,205,41
2022-05-10,S002,P0016,196,39
2022-05-10,S002,P0017,169,104
2022-05-10,S002,P0018,29,91
2022-05-10,S002,P0019,93,126
2022-05-10,S002,P0020,37,160
2022-05-10,S003,P0001,118,139
2022-05-10,S003,P0002,130,101
2022-05-10,S003,P0003,4,117
2022-05-10,S003,P0004,74,42
2022-05-10,S003,P0005,36,166
2022-05-10,S003,P0006,109,31
2022-05-10,S003,P0007,253,91
2022-05-10,S003,P0008,129,157
2022-05-10,S003,P0009,143,55
2022-05-10,S003,P0010,351,119
2022-05-10,S003,P0011,41,154
2022-05-10,S003,P0012,134,23
2022-05-10,S003,P0013,56,144
2022-05-10,S003,P0014,28,154
2022-05-10,S003,P0015,88,39
2022-05-10,S003,P0016,92,39
2022-05-10,S003,P0017,140,39
2022-05-10,S003,P0018,91,130
2022-05-10,S003,P0019,207,90
2022-05-10,S003,P0020,72,105
2022-05-10,S004,P0001,44,131
2022-05-10,S004,P0002,119,148
2022-05-10,S004,P0003,26,108
2022-05-10,S004,P0004,100,176
2022-05-10,S004,P0005,182,175
2022-05-10,S004,P0006,132,104
2022-05-10,S004,P0007,13,189
2022-05-10,S004,P0008,160,160
2022-05-10,S004,P0009,159,127
2022-05-10,S004,P0010,433,39
2022-05-10,S004,P0011,68,143
2022-05-10,S004,P0012,12,76
2022-05-10,S004,P0013,123,31
2022-05-10,S004,P0014,284,119
2022-05-10,S004,P0015,186,108
2022-05-10,S004,P0016,308,156
2022-05-10,S004,P0017,145,97
2022-05-10,S004,P0018,52,20
2022-05-10,S004,P0019,2,89
2022-05-10,S004,P0020,307,160
2022-05-10,S005,P0001,230,25
2022-05-10,S005,P0002,8,182
2022-05-10,S005,P0003,171,139
2022-05-10,S005,P0004,268,51
2022-05-10,S005,P0005,33,160
2022-05-10,S005,P0006,302,105
2022-05-10,S005,P0007,9,36
2022-05-10,S005,P0008,139,143
2022-05-10,S005,P0009,90,144
2022-05-10,S005,P0010,75,69
2022-05-10,S005,P0011,49,105
2022-05-10,S005,P0012,90,97
2022-05-10,S005,P0013,259,132
2022-05-10,S005,P0014,46,45
2022-05-10,S005,P0015,365,95
2022-05-10,S005,P0016,44,187
2022-05-10,S005,P0017,170,54
2022-05-10,S005,P0018,117,183
2022-05-10,S005,P0019,123,131
2022-05-10,S005,P0020,111,185
2022-05-11,S001,P0001,19,142
2022-05-11,S001,P0002,214,167
2022-05-11,S001,P0003,5,125
2022-05-11,S001,P0004,42,181
2022-05-11,S001,P0005,39,51
2022-05-11,S001,P0006,25,198
2022-05-11,S001,P0007,78,85
2022-05-11,S001,P0008,211,136
2022-05-11,S001,P0009,392,101
2022-05-11,S001,P0010,108,170
2022-05-11,S001,P0011,31,135
2022-05-11,S001,P0012,44,65
2022-05-11,S001,P0013,127,99
2022-05-11,S001,P0014,74,118
2022-05-11,S001,P0015,42,184
2022-05-11,S001,P0016,95,122
2022-05-11,S001,P0017,306,136
2022-05-11,S001,P0018,205,104
2022-05-11,S001,P0019,85,43
2022-05-11,S001,P0020,156,110
2022-05-11,S002,P0001,62,116
2022-05-11,S002,P0002,9,116
2022-05-11,S002,P0003,122,59
2022-05-11,S002,P0004,194,53
2022-05-11,S002,P0005,273,146
2022-05-11,S002,P0006,70,71
2022-05-11,S002,P0007,115,90
2022-05-11,S002,P0008,100,128
2022-05-11,S002,P0009,104,91
2022-05-11,S002,P0010,101,41
2022-05-11,S002,P0011,70,128
2022-05-11,S002,P0012,6,156
2022-05-11,S002,P0013,11,47
2022-05-11,S002,P0014,184,76
2022-05-11,S002,P0015,394,32
2022-05-11,S002,P0016,349,159
2022-05-11,S002,P0017,19,79
2022-05-11,S002,P0018,69,67
2022-05-11,S002,P0019,157,24
2022-05-11,S002,P0020,4,117
2022-05-11,S003,P0001,154,142
2022-05-11,S003,P0002,76,75
2022-05-11,S003,P0003,262,196
2022-05-11,S003,P0004,138,34
2022-05-11,S003,P0005,95,144
2022-05-11,S003,P0006,194,68
2022-05-11,S003,P0007,49,31
2022-05-11,S003,P0008,141,72
2022-05-11,S003,P0009,39,83
2022-05-11,S003,P0010,77,176
2022-05-11,S003,P0011,120,87
2022-05-11,S003,P0012,218,38
2022-05-11,S003,P0013,253,178
2022-05-11,S003,P0014,71,126
2022-05-11,S003,P0015,192,29
2022-05-11,S003,P0016,281,139
2022-05-11,S003,P0017,133,160
2022-05-11,S003,P0018,43,88
2022-05-11,S003,P0019,193,155
2022-05-11,S003,P0020,327,172
2022-05-11,S004,P0001,130,105
2022-05-11,S004,P0002,160,60
2022-05-11,S004,P0003,332,97
2022-05-11,S004,P0004,50,34
2022-05-11,S004,P0005,176,97
2022-05-11,S004,P0006,68,48
2022-05-11,S004,P0007,157,105
2022-05-11,S004,P0008,32,168
2022-05-11,S004,P0009,41,42
2022-05-11,S004,P0010,8,26
2022-05-11,S004,P0011,20,150
2022-05-11,S004,P0012,333,156
2022-05-11,S004,P0013,136,79
2022-05-11,S004,P0014,111,87
2022-05-11,S004,P0015,149,190
2022-05-11,S004,P0016,35,83
2022-05-11,S004,P0017,436,191
2022-05-11,S004,P0018,103,176
2022-05-11,S004,P0019,146,138
2022-05-11,S004,P0020,238,69
2022-05-11,S005,P0001,38,199
2022-05-11,S005,P0002,115,110
2022-05-11,S005,P0003,155,165
2022-05-11,S005,P0004,253,116
2022-05-11,S005,P0005,136,109
2022-05-11,S005,P0006,305,166
2022-05-11,S005,P0007,60,71
2022-05-11,S005,P0008,61,113
2022-05-11,S005,P0009,41,83
2022-05-11,S005,P0010,47,154
2022-05-11,S005,P0011,418,117
2022-05-11,S005,P0012,95,120
2022-05-11,S005,P0013,200,93
2022-05-11,S005,P0014,74,133
2022-05-11,S005,P0015,233,109
2022-05-11,S005,P0016,44,36
2022-05-11,S005,P0017,53,185
2022-05-11,S005,P0018,10,28
2022-05-11,S005,P0019,173,54
2022-05-11,S005,P0020,0,175
2022-05-12,S001,P0001,10,25
2022-05-12,S001,P0002,16,105
2022-05-12,S001,P0003,33,39
2022-05-12,S001,P0004,53,41
2022-05-12,S001,P0005,33,56
2022-05-12,S001,P0006,197,35
2022-05-12,S001,P0007,14,168
2022-05-12,S001,P0008,29,80
2022-05-12,S001,P0009,3,114
2022-05-12,S001,P0010,94,183
2022-05-12,S001,P0011,180,139
2022-05-12,S001,P0012,54,199
2022-05-12,S001,P0013,119,162
2022-05-12,S001,P0014,64,39
2022-05-12,S001,P0015,72,41
2022-05-12,S001,P0016,69,106
2022-05-12,S001,P0017,109,39
2022-05-12,S001,P0018,251,124
2022-05-12,S001,P0019,36,163
2022-05-12,S001,P0020,113,69
2022-05-12,S002,P0001,38,131
2022-05-12,S002,P0002,120,56
2022-05-12,S002,P0003,99,39
2022-05-12,S002,P0004,123,23
2022-05-12,S002,P0005,296,55
2022-05-12,S002,P0006,128,28
2022-05-12,S002,P0007,394,153
2022-05-12,S002,P0008,155,67
2022-05-12,S002,P0009,394,43
2022-05-12,S002,P0010,195,26
2022-05-12,S002,P0011,230,194
2022-05-12,S002,P0012,66,188
2022-05-12,S002,P0013,8,154
2022-05-12,S002,P0014,196,36
2022-05-12,S002,P0015,46,175
2022-05-12,S002,P0016,19,56
2022-05-12,S002,P0017,13,179
2022-05-12,S002,P0018,389,135
2022-05-12,S002,P0019,204,157
2022-05-12,S002,P0020,59,50
2022-05-12,S003,P0001,69,142
2022-05-12,S003,P0002,71,121
2022-05-12,S003,P0003,292,135
2022-05-12,S003,P0004,49,21
2022-05-12,S003,P0005,31,53
2022-05-12,S003,P0006,236,126
2022-05-12,S003,P0007,280,80
2022-05-12,S003,P0008,291,196
2022-05-12,S003,P0009,412,31
2022-05-12,S003,P0010,296,158
2022-05-12,S003,P0011,37,123
2022-05-12,S003,P0012,100,31
2022-05-12,S003,P0013,48,86
2022-05-12,S003,P0014,119,171
2022-05-12,S003,P0015,40,121
2022-05-12,S003,P0016,216,106
2022-05-12,S003,P0017,141,38
2022-05-12,S003,P0018,177,126
2022-05-12,S003,P0019,231,75
2022-05-12,S003,P0020,44,72
2022-05-12,S004,P0001,31,22
2022-05-12,S004,P0002,0,168
2022-05-12,S004,P0003,86,27
2022-05-12,S004,P0004,6,45
2022-05-12,S004,P0005,243,190
2022-05-12,S004,P0006,25,103
2022-05-12,S004,P0007,290,131
2022-05-12,S004,P0008,321,105
2022-05-12,S004,P0009,30,106
2022-05-12,S004,P0010,397,187
2022-05-12,S004,P0011,212,127
2022-05-12,S004,P0012,20,102
2022-05-12,S004,P0013,402,138
2022-05-12,S004,P0014,177,109
2022-05-12,S004,P0015,235,158
2022-05-12,S004,P0016,217,73
2022-05-12,S004,P0017,273,110
2022-05-12,S004,P0018,96,114
2022-05-12,S004,P0019,229,25
2022-05-12,S004,P0020,80,40
2022-05-12,S005,P0001,25,77
2022-05-12,S005,P0002,9,35
2022-05-12,S005,P0003,233,175
2022-05-12,S005,P0004,42,54
2022-05-12,S005,P0005,106,55
2022-05-12,S005,P0006,264,128
2022-05-12,S005,P0007,17,138
2022-05-12,S005,P0008,68,156
2022-05-12,S005,P0009,360,102
2022-05-12,S005,P0010,50,177
2022-05-12,S005,P0011,24,53
2022-05-12,S005,P0012,380,103
2022-05-12,S005,P0013,8,102
2022-05-12,S005,P0014,312,148
2022-05-12,S005,P0015,355,80
2022-05-12,S005,P0016,218,125
2022-05-12,S005,P0017,25,27
2022-05-12,S005,P0018,45,59
2022-05-12,S005,P0019,123,26
2022-05-12,S005,P0020,1,195
2022-05-13,S001,P0001,357,36
2022-05-13,S001,P0002,19,151
2022-05-13,S001,P0003,128,176
2022-05-13,S001,P0004,110,81
2022-05-13,S001,P0005,37,22
2022-05-13,S001,P0006,81,62
2022-05-13,S001,P0007,161,199
2022-05-13,S001,P0008,34,63
2022-05-13,S001,P0009,114,26
2022-05-13,S001,P0010,44,169
2022-05-13,S001,P0011,146,155
2022-05-13,S001,P0012,361,152
2022-05-13,S001,P0013,30,194
2022-05-13,S001,P0014,21,48
2022-05-13,S001,P0015,172,165
2022-05-13,S001,P0016,23,96
2022-05-13,S001,P0017,7,106
2022-05-13,S001,P0018,266,86
