Date,Product ID,Store ID,Inventory Level
2022-08-06,P0015,S001,220
2022-08-06,P0016,S001,91
2022-08-06,P0017,S001,338
2022-08-06,P0018,S001,362
2022-08-06,P0019,S001,94
2022-08-06,P0020,S001,355
2022-08-06,P0001,S002,243
2022-08-06,P0002,S002,413
2022-08-06,P0003,S002,462
2022-08-06,P0004,S002,80
2022-08-06,P0005,S002,227
2022-08-06,P0006,S002,146
2022-08-06,P0007,S002,269
2022-08-06,P0008,S002,220
2022-08-06,P0009,S002,155
2022-08-06,P0010,S002,251
2022-08-06,P0011,S002,399
2022-08-06,P0012,S002,301
2022-08-06,P0013,S002,384
2022-08-06,P0014,S002,222
2022-08-06,P0015,S002,326
2022-08-06,P0016,S002,98
2022-08-06,P0017,S002,275
2022-08-06,P0018,S002,312
2022-08-06,P0019,S002,212
2022-08-06,P0020,S002,51
2022-08-06,P0001,S003,398
2022-08-06,P0002,S003,277
2022-08-06,P0003,S003,313
2022-08-06,P0004,S003,400
2022-08-06,P0005,S003,116
2022-08-06,P0006,S003,155
2022-08-06,P0007,S003,149
2022-08-06,P0008,S003,395
2022-08-06,P0009,S003,349
2022-08-06,P0010,S003,450
2022-08-06,P0011,S003,376
2022-08-06,P0012,S003,279
2022-08-06,P0013,S003,362
2022-08-06,P0014,S003,417
2022-08-06,P0015,S003,71
2022-08-06,P0016,S003,489
2022-08-06,P0017,S003,205
2022-08-06,P0018,S003,213
2022-08-06,P0019,S003,236
2022-08-06,P0020,S003,146
2022-08-06,P0001,S004,457
2022-08-06,P0002,S004,301
2022-08-06,P0003,S004,408
2022-08-06,P0004,S004,331
2022-08-06,P0005,S004,178
2022-08-06,P0006,S004,79
2022-08-06,P0007,S004,188
2022-08-06,P0008,S004,335
2022-08-06,P0009,S004,421
2022-08-06,P0010,S004,435
2022-08-06,P0011,S004,90
2022-08-06,P0012,S004,438
2022-08-06,P0013,S004,370
2022-08-06,P0014,S004,252
2022-08-06,P0015,S004,470
2022-08-06,P0016,S004,483
2022-08-06,P0017,S004,104
2022-08-06,P0018,S004,316
2022-08-06,P0019,S004,118
2022-08-06,P0020,S004,414
2022-08-06,P0001,S005,316
2022-08-06,P0002,S005,395
2022-08-06,P0003,S005,475
2022-08-06,P0004,S005,78
2022-08-06,P0005,S005,364
2022-08-06,P0006,S005,172
2022-08-06,P0007,S005,78
2022-08-06,P0008,S005,159
2022-08-06,P0009,S005,251
2022-08-06,P0010,S005,401
2022-08-06,P0011,S005,333
2022-08-06,P0012,S005,378
2022-08-06,P0013,S005,131
2022-08-06,P0014,S005,51
2022-08-06,P0015,S005,277
2022-08-06,P0016,S005,315
2022-08-06,P0017,S005,375
2022-08-06,P0018,S005,331
2022-08-06,P0019,S005,489
2022-08-06,P0020,S005,342
2022-08-07,P0001,S001,420
2022-08-07,P0002,S001,59
2022-08-07,P0003,S001,441
2022-08-07,P0004,S001,191
2022-08-07,P0005,S001,306
2022-08-07,P0006,S001,484
2022-08-07,P0007,S001,203
2022-08-07,P0008,S001,293
2022-08-07,P0009,S001,390
2022-08-07,P0010,S001,271
2022-08-07,P0011,S001,381
2022-08-07,P0012,S001,184
2022-08-07,P0013,S001,104
2022-08-07,P0014,S001,312
2022-08-07,P0015,S001,329
2022-08-07,P0016,S001,236
2022-08-07,P0017,S001,330
2022-08-07,P0018,S001,376
2022-08-07,P0019,S001,240
2022-08-07,P0020,S001,248
2022-08-07,P0001,S002,67
2022-08-07,P0002,S002,341
2022-08-07,P0003,S002,340
2022-08-07,P0004,S002,461
2022-08-07,P0005,S002,67
2022-08-07,P0006,S002,170
2022-08-07,P0007,S002,175
2022-08-07,P0008,S002,444
2022-08-07,P0009,S002,500
2022-08-07,P0010,S002,449
2022-08-07,P0011,S002,229
2022-08-07,P0012,S002,200
2022-08-07,P0013,S002,342
2022-08-07,P0014,S002,449
2022-08-07,P0015,S002,103
2022-08-07,P0016,S002,344
2022-08-07,P0017,S002,123
2022-08-07,P0018,S002,245
2022-08-07,P0019,S002,196
2022-08-07,P0020,S002,171
2022-08-07,P0001,S003,472
2022-08-07,P0002,S003,475
2022-08-07,P0003,S003,329
2022-08-07,P0004,S003,199
2022-08-07,P0005,S003,232
2022-08-07,P0006,S003,103
2022-08-07,P0007,S003,105
2022-08-07,P0008,S003,352
2022-08-07,P0009,S003,339
2022-08-07,P0010,S003,296
2022-08-07,P0011,S003,340
2022-08-07,P0012,S003,400
2022-08-07,P0013,S003,317
2022-08-07,P0014,S003,176
2022-08-07,P0015,S003,113
2022-08-07,P0016,S003,64
2022-08-07,P0017,S003,485
2022-08-07,P0018,S003,146
2022-08-07,P0019,S003,367
2022-08-07,P0020,S003,59
2022-08-07,P0001,S004,288
2022-08-07,P0002,S004,457
2022-08-07,P0003,S004,180
2022-08-07,P0004,S004,393
2022-08-07,P0005,S004,190
2022-08-07,P0006,S004,98
2022-08-07,P0007,S004,474
2022-08-07,P0008,S004,339
2022-08-07,P0009,S004,231
2022-08-07,P0010,S004,225
2022-08-07,P0011,S004,172
2022-08-07,P0012,S004,121
2022-08-07,P0013,S004,169
2022-08-07,P0014,S004,459
2022-08-07,P0015,S004,263
2022-08-07,P0016,S004,129
2022-08-07,P0017,S004,398
2022-08-07,P0018,S004,80
2022-08-07,P0019,S004,408
2022-08-07,P0020,S004,432
2022-08-07,P0001,S005,74
2022-08-07,P0002,S005,203
2022-08-07,P0003,S005,390
2022-08-07,P0004,S005,327
2022-08-07,P0005,S005,293
2022-08-07,P0006,S005,415
2022-08-07,P0007,S005,326
2022-08-07,P0008,S005,117
2022-08-07,P0009,S005,121
2022-08-07,P0010,S005,472
2022-08-07,P0011,S005,127
2022-08-07,P0012,S005,55
2022-08-07,P0013,S005,260
2022-08-07,P0014,S005,335
2022-08-07,P0015,S005,366
2022-08-07,P0016,S005,76
2022-08-07,P0017,S005,66
2022-08-07,P0018,S005,318
2022-08-07,P0019,S005,50
2022-08-07,P0020,S005,293
2022-08-08,P0001,S001,338
2022-08-08,P0002,S001,496
2022-08-08,P0003,S001,488
2022-08-08,P0004,S001,314
2022-08-08,P0005,S001,288
2022-08-08,P0006,S001,263
2022-08-08,P0007,S001,312
2022-08-08,P0008,S001,148
2022-08-08,P0009,S001,351
2022-08-08,P0010,S001,462
2022-08-08,P0011,S001,64
2022-08-08,P0012,S001,174
2022-08-08,P0013,S001,275
2022-08-08,P0014,S001,388
2022-08-08,P0015,S001,307
2022-08-08,P0016,S001,406
2022-08-08,P0017,S001,346
2022-08-08,P0018,S001,331
2022-08-08,P0019,S001,140
2022-08-08,P0020,S001,290
2022-08-08,P0001,S002,462
2022-08-08,P0002,S002,378
2022-08-08,P0003,S002,108
2022-08-08,P0004,S002,126
2022-08-08,P0005,S002,136
2022-08-08,P0006,S002,224
2022-08-08,P0007,S002,474
2022-08-08,P0008,S002,385
2022-08-08,P0009,S002,144
2022-08-08,P0010,S002,169
2022-08-08,P0011,S002,412
2022-08-08,P0012,S002,283
2022-08-08,P0013,S002,96
2022-08-08,P0014,S002,361
2022-08-08,P0015,S002,399
2022-08-08,P0016,S002,313
2022-08-08,P0017,S002,158
2022-08-08,P0018,S002,258
2022-08-08,P0019,S002,105
2022-08-08,P0020,S002,359
2022-08-08,P0001,S003,219
2022-08-08,P0002,S003,208
2022-08-08,P0003,S003,394
2022-08-08,P0004,S003,489
2022-08-08,P0005,S003,325
2022-08-08,P0006,S003,191
2022-08-08,P0007,S003,355
2022-08-08,P0008,S003,500
2022-08-08,P0009,S003,401
2022-08-08,P0010,S003,223
2022-08-08,P0011,S003,66
2022-08-08,P0012,S003,371
2022-08-08,P0013,S003,337
2022-08-08,P0014,S003,191
2022-08-08,P0015,S003,122
2022-08-08,P0016,S003,307
2022-08-08,P0017,S003,342
2022-08-08,P0018,S003,147
2022-08-08,P0019,S003,252
2022-08-08,P0020,S003,240
2022-08-08,P0001,S004,168
2022-08-08,P0002,S004,452
2022-08-08,P0003,S004,138
2022-08-08,P0004,S004,433
2022-08-08,P0005,S004,453
2022-08-08,P0006,S004,129
2022-08-08,P0007,S004,304
2022-08-08,P0008,S004,174
2022-08-08,P0009,S004,488
2022-08-08,P0010,S004,493
2022-08-08,P0011,S004,235
2022-08-08,P0012,S004,132
2022-08-08,P0013,S004,170
2022-08-08,P0014,S004,337
2022-08-08,P0015,S004,339
2022-08-08,P0016,S004,474
2022-08-08,P0017,S004,129
2022-08-08,P0018,S004,278
2022-08-08,P0019,S004,256
2022-08-08,P0020,S004,358
2022-08-08,P0001,S005,231
2022-08-08,P0002,S005,371
2022-08-08,P0003,S005,64
2022-08-08,P0004,S005,98
2022-08-08,P0005,S005,279
2022-08-08,P0006,S005,96
2022-08-08,P0007,S005,251
2022-08-08,P0008,S005,114
2022-08-08,P0009,S005,342
2022-08-08,P0010,S005,327
2022-08-08,P0011,S005,225
2022-08-08,P0012,S005,261
2022-08-08,P0013,S005,258
2022-08-08,P0014,S005,500
2022-08-08,P0015,S005,172
2022-08-08,P0016,S005,233
2022-08-08,P0017,S005,299
2022-08-08,P0018,S005,348
2022-08-08,P0019,S005,168
2022-08-08,P0020,S005,270
2022-08-09,P0001,S001,211
2022-08-09,P0002,S001,172
2022-08-09,P0003,S001,281
2022-08-09,P0004,S001,336
2022-08-09,P0005,S001,199
2022-08-09,P0006,S001,176
2022-08-09,P0007,S001,170
2022-08-09,P0008,S001,320
2022-08-09,P0009,S001,198
2022-08-09,P0010,S001,337
2022-08-09,P0011,S001,114
2022-08-09,P0012,S001,276
2022-08-09,P0013,S001,168
2022-08-09,P0014,S001,61
2022-08-09,P0015,S001,320
2022-08-09,P0016,S001,286
2022-08-09,P0017,S001,174
2022-08-09,P0018,S001,145
2022-08-09,P0019,S001,59
2022-08-09,P0020,S001,238
2022-08-09,P0001,S002,211
2022-08-09,P0002,S002,279
2022-08-09,P0003,S002,416
2022-08-09,P0004,S002,294
2022-08-09,P0005,S002,83
2022-08-09,P0006,S002,398
2022-08-09,P0007,S002,55
2022-08-09,P0008,S002,245
2022-08-09,P0009,S002,100
2022-08-09,P0010,S002,224
2022-08-09,P0011,S002,322
2022-08-09,P0012,S002,478
2022-08-09,P0013,S002,364
2022-08-09,P0014,S002,360
2022-08-09,P0015,S002,262
2022-08-09,P0016,S002,136
2022-08-09,P0017,S002,54
2022-08-09,P0018,S002,398
2022-08-09,P0019,S002,364
2022-08-09,P0020,S002,85
2022-08-09,P0001,S003,276
2022-08-09,P0002,S003,335
2022-08-09,P0003,S003,282
2022-08-09,P0004,S003,64
2022-08-09,P0005,S003,411
2022-08-09,P0006,S003,359
2022-08-09,P0007,S003,155
2022-08-09,P0008,S003,243
2022-08-09,P0009,S003,188
2022-08-09,P0010,S003,207
2022-08-09,P0011,S003,486
2022-08-09,P0012,S003,229
2022-08-09,P0013,S003,467
2022-08-09,P0014,S003,69
2022-08-09,P0015,S003,474
2022-08-09,P0016,S003,91
2022-08-09,P0017,S003,195
2022-08-09,P0018,S003,215
2022-08-09,P0019,S003,128
2022-08-09,P0020,S003,202
2022-08-09,P0001,S004,272
2022-08-09,P0002,S004,231
2022-08-09,P0003,S004,109
2022-08-09,P0004,S004,193
2022-08-09,P0005,S004,371
2022-08-09,P0006,S004,258
2022-08-09,P0007,S004,451
2022-08-09,P0008,S004,479
2022-08-09,P0009,S004,465
2022-08-09,P0010,S004,247
2022-08-09,P0011,S004,466
2022-08-09,P0012,S004,263
2022-08-09,P0013,S004,97
2022-08-09,P0014,S004,418
2022-08-09,P0015,S004,444
2022-08-09,P0016,S004,277
2022-08-09,P0017,S004,407
2022-08-09,P0018,S004,213
2022-08-09,P0019,S004,381
2022-08-09,P0020,S004,219
2022-08-09,P0001,S005,107
2022-08-09,P0002,S005,318
2022-08-09,P0003,S005,150
2022-08-09,P0004,S005,92
2022-08-09,P0005,S005,202
2022-08-09,P0006,S005,365
2022-08-09,P0007,S005,328
2022-08-09,P0008,S005,448
2022-08-09,P0009,S005,91
2022-08-09,P0010,S005,430
2022-08-09,P0011,S005,195
2022-08-09,P0012,S005,279
2022-08-09,P0013,S005,112
2022-08-09,P0014,S005,393
2022-08-09,P0015,S005,251
2022-08-09,P0016,S005,478
2022-08-09,P0017,S005,288
2022-08-09,P0018,S005,346
2022-08-09,P0019,S005,140
2022-08-09,P0020,S005,441
2022-08-10,P0001,S001,278
2022-08-10,P0002,S001,84
2022-08-10,P0003,S001,198
2022-08-10,P0004,S001,259
2022-08-10,P0005,S001,472
2022-08-10,P0006,S001,455
2022-08-10,P0007,S001,240
2022-08-10,P0008,S001,253
2022-08-10,P0009,S001,383
2022-08-10,P0010,S001,112
2022-08-10,P0011,S001,454
2022-08-10,P0012,S001,384
2022-08-10,P0013,S001,468
2022-08-10,P0014,S001,263
2022-08-10,P0015,S001,384
2022-08-10,P0016,S001,402
2022-08-10,P0017,S001,220
2022-08-10,P0018,S001,302
2022-08-10,P0019,S001,229
2022-08-10,P0020,S001,207
2022-08-10,P0001,S002,215
2022-08-10,P0002,S002,145
2022-08-10,P0003,S002,54
2022-08-10,P0004,S002,383
2022-08-10,P0005,S002,280
2022-08-10,P0006,S002,178
2022-08-10,P0007,S002,177
2022-08-10,P0008,S002,218
2022-08-10,P0009,S002,421
2022-08-10,P0010,S002,354
2022-08-10,P0011,S002,378
2022-08-10,P0012,S002,314
2022-08-10,P0013,S002,89
2022-08-10,P0014,S002,382
2022-08-10,P0015,S002,193
2022-08-10,P0016,S002,302
2022-08-10,P0017,S002,493
2022-08-10,P0018,S002,275
2022-08-10,P0019,S002,463
2022-08-10,P0020,S002,433
2022-08-10,P0001,S003,389
2022-08-10,P0002,S003,285
2022-08-10,P0003,S003,483
2022-08-10,P0004,S003,125
2022-08-10,P0005,S003,453
2022-08-10,P0006,S003,215
2022-08-10,P0007,S003,317
2022-08-10,P0008,S003,484
2022-08-10,P0009,S003,199
2022-08-10,P0010,S003,437
2022-08-10,P0011,S003,341
2022-08-10,P0012,S003,459
2022-08-10,P0013,S003,154
2022-08-10,P0014,S003,478
2022-08-10,P0015,S003,322
2022-08-10,P0016,S003,96
2022-08-10,P0017,S003,441
2022-08-10,P0018,S003,448
2022-08-10,P0019,S003,249
2022-08-10,P0020,S003,448
2022-08-10,P0001,S004,206
2022-08-10,P0002,S004,147
2022-08-10,P0003,S004,191
2022-08-10,P0004,S004,387
2022-08-10,P0005,S004,483
2022-08-10,P0006,S004,107
2022-08-10,P0007,S004,355
2022-08-10,P0008,S004,236
2022-08-10,P0009,S004,426
2022-08-10,P0010,S004,198
2022-08-10,P0011,S004,434
2022-08-10,P0012,S004,277
2022-08-10,P0013,S004,494
2022-08-10,P0014,S004,289
2022-08-10,P0015,S004,335
2022-08-10,P0016,S004,425
2022-08-10,P0017,S004,231
2022-08-10,P0018,S004,334
2022-08-10,P0019,S004,478
2022-08-10,P0020,S004,52
2022-08-10,P0001,S005,261
2022-08-10,P0002,S005,198
2022-08-10,P0003,S005,292
2022-08-10,P0004,S005,292
2022-08-10,P0005,S005,398
2022-08-10,P0006,S005,138
2022-08-10,P0007,S005,52
2022-08-10,P0008,S005,283
2022-08-10,P0009,S005,73
2022-08-10,P0010,S005,493
2022-08-10,P0011,S005,91
2022-08-10,P0012,S005,481
2022-08-10,P0013,S005,357
2022-08-10,P0014,S005,323
2022-08-10,P0015,S005,338
2022-08-10,P0016,S005,132
2022-08-10,P0017,S005,489
2022-08-10,P0018,S005,63
2022-08-10,P0019,S005,343
2022-08-10,P0020,S005,247
2022-08-11,P0001,S001,479
2022-08-11,P0002,S001,252
2022-08-11,P0003,S001,231
2022-08-11,P0004,S001,251
2022-08-11,P0005,S001,123
2022-08-11,P0006,S001,349
2022-08-11,P0007,S001,276
2022-08-11,P0008,S001,67
2022-08-11,P0009,S001,181
2022-08-11,P0010,S001,331
2022-08-11,P0011,S001,400
2022-08-11,P0012,S001,425
2022-08-11,P0013,S001,468
2022-08-11,P0014,S001,115
2022-08-11,P0015,S001,88
2022-08-11,P0016,S001,62
2022-08-11,P0017,S001,137
2022-08-11,P0018,S001,77
2022-08-11,P0019,S001,442
2022-08-11,P0020,S001,303
2022-08-11,P0001,S002,478
2022-08-11,P0002,S002,162
2022-08-11,P0003,S002,376
2022-08-11,P0004,S002,249
2022-08-11,P0005,S002,307
2022-08-11,P0006,S002,144
2022-08-11,P0007,S002,473
2022-08-11,P0008,S002,375
2022-08-11,P0009,S002,328
2022-08-11,P0010,S002,425
2022-08-11,P0011,S002,180
2022-08-11,P0012,S002,203
2022-08-11,P0013,S002,382
2022-08-11,P0014,S002,489
2022-08-11,P0015,S002,485
2022-08-11,P0016,S002,306
2022-08-11,P0017,S002,102
2022-08-11,P0018,S002,282
2022-08-11,P0019,S002,189
2022-08-11,P0020,S002,456
2022-08-11,P0001,S003,457
2022-08-11,P0002,S003,136
2022-08-11,P0003,S003,210
2022-08-11,P0004,S003,225
2022-08-11,P0005,S003,307
2022-08-11,P0006,S003,292
2022-08-11,P0007,S003,468
2022-08-11,P0008,S003,127
2022-08-11,P0009,S003,172
2022-08-11,P0010,S003,189
2022-08-11,P0011,S003,325
2022-08-11,P0012,S003,379
2022-08-11,P0013,S003,341
2022-08-11,P0014,S003,69
2022-08-11,P0015,S003,426
2022-08-11,P0016,S003,261
2022-08-11,P0017,S003,280
2022-08-11,P0018,S003,151
2022-08-11,P0019,S003,336
2022-08-11,P0020,S003,303
2022-08-11,P0001,S004,92
2022-08-11,P0002,S004,443
2022-08-11,P0003,S004,255
2022-08-11,P0004,S004,341
2022-08-11,P0005,S004,203
2022-08-11,P0006,S004,86
2022-08-11,P0007,S004,182
2022-08-11,P0008,S004,72
2022-08-11,P0009,S004,232
2022-08-11,P0010,S004,176
2022-08-11,P0011,S004,166
2022-08-11,P0012,S004,192
2022-08-11,P0013,S004,280
2022-08-11,P0014,S004,123
2022-08-11,P0015,S004,78
2022-08-11,P0016,S004,271
2022-08-11,P0017,S004,243
2022-08-11,P0018,S004,236
2022-08-11,P0019,S004,172
2022-08-11,P0020,S004,337
2022-08-11,P0001,S005,251
2022-08-11,P0002,S005,157
2022-08-11,P0003,S005,240
2022-08-11,P0004,S005,218
2022-08-11,P0005,S005,240
2022-08-11,P0006,S005,115
2022-08-11,P0007,S005,482
2022-08-11,P0008,S005,395
2022-08-11,P0009,S005,453
2022-08-11,P0010,S005,202
2022-08-11,P0011,S005,335
2022-08-11,P0012,S005,198
2022-08-11,P0013,S005,487
2022-08-11,P0014,S005,324
2022-08-11,P0015,S005,176
2022-08-11,P0016,S005,178
2022-08-11,P0017,S005,429
2022-08-11,P0018,S005,369
2022-08-11,P0019,S005,119
2022-08-11,P0020,S005,262
2022-08-12,P0001,S001,182
2022-08-12,P0002,S001,187
2022-08-12,P0003,S001,407
2022-08-12,P0004,S001,440
2022-08-12,P0005,S001,184
2022-08-12,P0006,S001,424
2022-08-12,P0007,S001,484
2022-08-12,P0008,S001,86
2022-08-12,P0009,S001,255
2022-08-12,P0010,S001,499
2022-08-12,P0011,S001,59
2022-08-12,P0012,S001,199
2022-08-12,P0013,S001,422
2022-08-12,P0014,S001,133
2022-08-12,P0015,S001,248
2022-08-12,P0016,S001,276
2022-08-12,P0017,S001,318
2022-08-12,P0018,S001,88
2022-08-12,P0019,S001,267
2022-08-12,P0020,S001,301
2022-08-12,P0001,S002,124
2022-08-12,P0002,S002,396
2022-08-12,P0003,S002,157
2022-08-12,P0004,S002,209
2022-08-12,P0005,S002,403
2022-08-12,P0006,S002,392
2022-08-12,P0007,S002,166
2022-08-12,P0008,S002,345
2022-08-12,P0009,S002,267
2022-08-12,P0010,S002,283
2022-08-12,P0011,S002,131
2022-08-12,P0012,S002,205
2022-08-12,P0013,S002,405
2022-08-12,P0014,S002,484
2022-08-12,P0015,S002,198
2022-08-12,P0016,S002,484
2022-08-12,P0017,S002,383
2022-08-12,P0018,S002,214
2022-08-12,P0019,S002,122
2022-08-12,P0020,S002,110
2022-08-12,P0001,S003,401
2022-08-12,P0002,S003,323
2022-08-12,P0003,S003,335
2022-08-12,P0004,S003,389
2022-08-12,P0005,S003,170
2022-08-12,P0006,S003,476
2022-08-12,P0007,S003,462
2022-08-12,P0008,S003,388
2022-08-12,P0009,S003,159
2022-08-12,P0010,S003,273
2022-08-12,P0011,S003,276
2022-08-12,P0012,S003,214
2022-08-12,P0013,S003,359
2022-08-12,P0014,S003,423
2022-08-12,P0015,S003,223
2022-08-12,P0016,S003,194
2022-08-12,P0017,S003,247
2022-08-12,P0018,S003,180
2022-08-12,P0019,S003,84
2022-08-12,P0020,S003,131
2022-08-12,P0001,S004,358
2022-08-12,P0002,S004,188
2022-08-12,P0003,S004,199
2022-08-12,P0004,S004,117
2022-08-12,P0005,S004,242
2022-08-12,P0006,S004,221
2022-08-12,P0007,S004,295
2022-08-12,P0008,S004,305
2022-08-12,P0009,S004,205
2022-08-12,P0010,S004,310
2022-08-12,P0011,S004,405
2022-08-12,P0012,S004,466
2022-08-12,P0013,S004,500
2022-08-12,P0014,S004,495
2022-08-12,P0015,S004,381
2022-08-12,P0016,S004,65
2022-08-12,P0017,S004,297
2022-08-12,P0018,S004,258
2022-08-12,P0019,S004,225
2022-08-12,P0020,S004,75
2022-08-12,P0001,S005,283
2022-08-12,P0002,S005,470
2022-08-12,P0003,S005,370
2022-08-12,P0004,S005,189
2022-08-12,P0005,S005,409
2022-08-12,P0006,S005,234
2022-08-12,P0007,S005,397
2022-08-12,P0008,S005,258
2022-08-12,P0009,S005,440
2022-08-12,P0010,S005,162
2022-08-12,P0011,S005,306
2022-08-12,P0012,S005,206
2022-08-12,P0013,S005,454
2022-08-12,P0014,S005,130
2022-08-12,P0015,S005,451
2022-08-12,P0016,S005,467
2022-08-12,P0017,S005,240
2022-08-12,P0018,S005,128
2022-08-12,P0019,S005,393
2022-08-12,P0020,S005,460
2022-08-13,P0001,S001,77
2022-08-13,P0002,S001,499
2022-08-13,P0003,S001,405
2022-08-13,P0004,S001,265
2022-08-13,P0005,S001,229
2022-08-13,P0006,S001,387
2022-08-13,P0007,S001,294
2022-08-13,P0008,S001,92
2022-08-13,P0009,S001,137
2022-08-13,P0010,S001,365
2022-08-13,P0011,S001,174
2022-08-13,P0012,S001,421
2022-08-13,P0013,S001,131
2022-08-13,P0014,S001,232
2022-08-13,P0015,S001,435
2022-08-13,P0016,S001,360
2022-08-13,P0017,S001,360
2022-08-13,P0018,S001,95
2022-08-13,P0019,S001,418
2022-08-13,P0020,S001,345
2022-08-13,P0001,S002,67
2022-08-13,P0002,S002,271
2022-08-13,P0003,S002,258
2022-08-13,P0004,S002,253
2022-08-13,P0005,S002,196
2022-08-13,P0006,S002,103
2022-08-13,P0007,S002,358
2022-08-13,P0008,S002,457
2022-08-13,P0009,S002,305
2022-08-13,P0010,S002,63
2022-08-13,P0011,S002,490
2022-08-13,P0012,S002,394
2022-08-13,P0013,S002,194
2022-08-13,P0014,S002,298
2022-08-13,P0015,S002,332
2022-08-13,P0016,S002,144
2022-08-13,P0017,S002,251
2022-08-13,P0018,S002,245
2022-08-13,P0019,S002,261
2022-08-13,P0020,S002,251
2022-08-13,P0001,S003,391
2022-08-13,P0002,S003,308
2022-08-13,P0003,S003,267
2022-08-13,P0004,S003,148
2022-08-13,P0005,S003,371
2022-08-13,P0006,S003,86
2022-08-13,P0007,S003,174
2022-08-13,P0008,S003,170
2022-08-13,P0009,S003,122
2022-08-13,P0010,S003,406
2022-08-13,P0011,S003,242
2022-08-13,P0012,S003,453
2022-08-13,P0013,S003,310
2022-08-13,P0014,S003,465
2022-08-13,P0015,S003,352
2022-08-13,P0016,S003,91
2022-08-13,P0017,S003,306
2022-08-13,P0018,S003,101
2022-08-13,P0019,S003,112
2022-08-13,P0020,S003,410
2022-08-13,P0001,S004,483
2022-08-13,P0002,S004,273
2022-08-13,P0003,S004,450
2022-08-13,P0004,S004,147
2022-08-13,P0005,S004,309
2022-08-13,P0006,S004,359
2022-08-13,P0007,S004,437
2022-08-13,P0008,S004,285
2022-08-13,P0009,S004,310
2022-08-13,P0010,S004,275
2022-08-13,P0011,S004,107
2022-08-13,P0012,S004,412
2022-08-13,P0013,S004,75
2022-08-13,P0014,S004,388
2022-08-13,P0015,S004,119
2022-08-13,P0016,S004,451
2022-08-13,P0017,S004,327
2022-08-13,P0018,S004,221
2022-08-13,P0019,S004,393
2022-08-13,P0020,S004,90
2022-08-13,P0001,S005,453
2022-08-13,P0002,S005,95
2022-08-13,P0003,S005,465
2022-08-13,P0004,S005,312
2022-08-13,P0005,S005,481
2022-08-13,P0006,S005,458
2022-08-13,P0007,S005,123
2022-08-13,P0008,S005,102
2022-08-13,P0009,S005,463
2022-08-13,P0010,S005,400
2022-08-13,P0011,S005,107
2022-08-13,P0012,S005,207
2022-08-13,P0013,S005,218
2022-08-13,P0014,S005,313
2022-08-13,P0015,S005,374
2022-08-13,P0016,S005,84
2022-08-13,P0017,S005,366
2022-08-13,P0018,S005,91
2022-08-13,P0019,S005,409
2022-08-13,P0020,S005,448
2022-08-14,P0001,S001,492
2022-08-14,P0002,S001,236
2022-08-14,P0003,S001,303
2022-08-14,P0004,S001,131
2022-08-14,P0005,S001,338
2022-08-14,P0006,S001,228
2022-08-14,P0007,S001,301
2022-08-14,P0008,S001,158
2022-08-14,P0009,S001,270
2022-08-14,P0010,S001,377
2022-08-14,P0011,S001,249
2022-08-14,P0012,S001,298
2022-08-14,P0013,S001,388
2022-08-14,P0014,S001,259
2022-08-14,P0015,S001,107
2022-08-14,P0016,S001,498
2022-08-14,P0017,S001,385
2022-08-14,P0018,S001,188
2022-08-14,P0019,S001,214
2022-08-14,P0020,S001,168
2022-08-14,P0001,S002,376
2022-08-14,P0002,S002,368
2022-08-14,P0003,S002,369
2022-08-14,P0004,S002,150
2022-08-14,P0005,S002,264
2022-08-14,P0006,S002,500
2022-08-14,P0007,S002,462
2022-08-14,P0008,S002,109
2022-08-14,P0009,S002,367
2022-08-14,P0010,S002,336
2022-08-14,P0011,S002,196
2022-08-14,P0012,S002,406
2022-08-14,P0013,S002,87
2022-08-14,P0014,S002,165
2022-08-14,P0015,S002,170
2022-08-14,P0016,S002,140
2022-08-14,P0017,S002,178
2022-08-14,P0018,S002,245
2022-08-14,P0019,S002,63
2022-08-14,P0020,S002,75
2022-08-14,P0001,S003,445
2022-08-14,P0002,S003,168
2022-08-14,P0003,S003,426
2022-08-14,P0004,S003,470
2022-08-14,P0005,S003,415
2022-08-14,P0006,S003,261
2022-08-14,P0007,S003,317
2022-08-14,P0008,S003,129
2022-08-14,P0009,S003,445
2022-08-14,P0010,S003,76
2022-08-14,P0011,S003,238
2022-08-14,P0012,S003,97
2022-08-14,P0013,S003,291
2022-08-14,P0014,S003,186
2022-08-14,P0015,S003,83
2022-08-14,P0016,S003,126
2022-08-14,P0017,S003,317
2022-08-14,P0018,S003,201
2022-08-14,P0019,S003,171
2022-08-14,P0020,S003,104
2022-08-14,P0001,S004,258
2022-08-14,P0002,S004,455
2022-08-14,P0003,S004,414
2022-08-14,P0004,S004,215
2022-08-14,P0005,S004,489
2022-08-14,P0006,S004,280
2022-08-14,P0007,S004,295
2022-08-14,P0008,S004,457
2022-08-14,P0009,S004,178
2022-08-14,P0010,S004,265
2022-08-14,P0011,S004,493
2022-08-14,P0012,S004,109
2022-08-14,P0013,S004,124
2022-08-14,P0014,S004,96
2022-08-14,P0015,S004,251
2022-08-14,P0016,S004,163
2022-08-14,P0017,S004,476
2022-08-14,P0018,S004,61
2022-08-14,P0019,S004,239
2022-08-14,P0020,S004,293
2022-08-14,P0001,S005,175
2022-08-14,P0002,S005,245
2022-08-14,P0003,S005,153
2022-08-14,P0004,S005,350
2022-08-14,P0005,S005,478
2022-08-14,P0006,S005,110
2022-08-14,P0007,S005,383
