Date,Store ID,Product ID,Demand Forecast
2022-04-25,S003,P0012,101.55
2022-04-25,S003,P0013,269.05
2022-04-25,S003,P0014,141.8
2022-04-25,S003,P0015,61.35
2022-04-25,S003,P0016,101.74
2022-04-25,S003,P0017,265.46
2022-04-25,S003,P0018,58.21
2022-04-25,S003,P0019,43.68
2022-04-25,S003,P0020,71.39
2022-04-25,S004,P0001,201.19
2022-04-25,S004,P0002,98.76
2022-04-25,S004,P0003,177.14
2022-04-25,S004,P0004,197.17
2022-04-25,S004,P0005,164.67
2022-04-25,S004,P0006,121.45
2022-04-25,S004,P0007,76.93
2022-04-25,S004,P0008,219.85
2022-04-25,S004,P0009,23.8
2022-04-25,S004,P0010,132.16
2022-04-25,S004,P0011,89.38
2022-04-25,S004,P0012,109.93
2022-04-25,S004,P0013,55.65
2022-04-25,S004,P0014,52.79
2022-04-25,S004,P0015,133.2
2022-04-25,S004,P0016,48.86
2022-04-25,S004,P0017,83.34
2022-04-25,S004,P0018,3.94
2022-04-25,S004,P0019,273.06
2022-04-25,S004,P0020,40.17
2022-04-25,S005,P0001,34.49
2022-04-25,S005,P0002,23.41
2022-04-25,S005,P0003,150.98
2022-04-25,S005,P0004,484.7
2022-04-25,S005,P0005,119.08
2022-04-25,S005,P0006,117.33
2022-04-25,S005,P0007,399.83
2022-04-25,S005,P0008,83.21
2022-04-25,S005,P0009,32.39
2022-04-25,S005,P0010,32.03
2022-04-25,S005,P0011,72.52
2022-04-25,S005,P0012,189.52
2022-04-25,S005,P0013,119.27
2022-04-25,S005,P0014,129.07
2022-04-25,S005,P0015,46.98
2022-04-25,S005,P0016,205.08
2022-04-25,S005,P0017,113.82
2022-04-25,S005,P0018,213.2
2022-04-25,S005,P0019,108.58
2022-04-25,S005,P0020,129.21
2022-04-26,S001,P0001,442.38
2022-04-26,S001,P0002,212.82
2022-04-26,S001,P0003,17.72
2022-04-26,S001,P0004,125.83
2022-04-26,S001,P0005,132.56
2022-04-26,S001,P0006,-0.12
2022-04-26,S001,P0007,11.14
2022-04-26,S001,P0008,258.29
2022-04-26,S001,P0009,476.79
2022-04-26,S001,P0010,115.12
2022-04-26,S001,P0011,15.02
2022-04-26,S001,P0012,51.82
2022-04-26,S001,P0013,92.33
2022-04-26,S001,P0014,121.64
2022-04-26,S001,P0015,98.38
2022-04-26,S001,P0016,47.73
2022-04-26,S001,P0017,102.89
2022-04-26,S001,P0018,163.2
2022-04-26,S001,P0019,89.88
2022-04-26,S001,P0020,37.21
2022-04-26,S002,P0001,317.69
2022-04-26,S002,P0002,486.2
2022-04-26,S002,P0003,385.86
2022-04-26,S002,P0004,123.36
2022-04-26,S002,P0005,31.68
2022-04-26,S002,P0006,168.07
2022-04-26,S002,P0007,32.02
2022-04-26,S002,P0008,98.75
2022-04-26,S002,P0009,104.89
2022-04-26,S002,P0010,90.19
2022-04-26,S002,P0011,220.92
2022-04-26,S002,P0012,107.77
2022-04-26,S002,P0013,40.35
2022-04-26,S002,P0014,73.65
2022-04-26,S002,P0015,205.48
2022-04-26,S002,P0016,284.94
2022-04-26,S002,P0017,137.71
2022-04-26,S002,P0018,129.49
2022-04-26,S002,P0019,100.85
2022-04-26,S002,P0020,217.46
2022-04-26,S003,P0001,85.6
2022-04-26,S003,P0002,161.22
2022-04-26,S003,P0003,116.64
2022-04-26,S003,P0004,301.08
2022-04-26,S003,P0005,161.82
2022-04-26,S003,P0006,-5.47
2022-04-26,S003,P0007,47.57
2022-04-26,S003,P0008,144.56
2022-04-26,S003,P0009,384.49
2022-04-26,S003,P0010,92.48
2022-04-26,S003,P0011,95.06
2022-04-26,S003,P0012,134.57
2022-04-26,S003,P0013,140.95
2022-04-26,S003,P0014,221.45
2022-04-26,S003,P0015,67.15
2022-04-26,S003,P0016,105.53
2022-04-26,S003,P0017,89.57
2022-04-26,S003,P0018,342.36
2022-04-26,S003,P0019,38.77
2022-04-26,S003,P0020,166.94
2022-04-26,S004,P0001,26.93
2022-04-26,S004,P0002,129.26
2022-04-26,S004,P0003,100.84
2022-04-26,S004,P0004,33.11
2022-04-26,S004,P0005,412.87
2022-04-26,S004,P0006,120.47
2022-04-26,S004,P0007,11.98
2022-04-26,S004,P0008,38.65
2022-04-26,S004,P0009,249.65
2022-04-26,S004,P0010,287.78
2022-04-26,S004,P0011,68.99
2022-04-26,S004,P0012,88.89
2022-04-26,S004,P0013,177.21
2022-04-26,S004,P0014,404.82
2022-04-26,S004,P0015,50.29
2022-04-26,S004,P0016,251.91
2022-04-26,S004,P0017,115.29
2022-04-26,S004,P0018,82.42
2022-04-26,S004,P0019,13.92
2022-04-26,S004,P0020,183.0
2022-04-26,S005,P0001,191.56
2022-04-26,S005,P0002,21.75
2022-04-26,S005,P0003,226.09
2022-04-26,S005,P0004,89.13
2022-04-26,S005,P0005,12.72
2022-04-26,S005,P0006,158.08
2022-04-26,S005,P0007,294.08
2022-04-26,S005,P0008,201.14
2022-04-26,S005,P0009,142.65
2022-04-26,S005,P0010,105.49
2022-04-26,S005,P0011,32.58
2022-04-26,S005,P0012,58.07
2022-04-26,S005,P0013,94.5
2022-04-26,S005,P0014,133.41
2022-04-26,S005,P0015,283.8
2022-04-26,S005,P0016,265.54
2022-04-26,S005,P0017,251.53
2022-04-26,S005,P0018,46.79
2022-04-26,S005,P0019,81.62
2022-04-26,S005,P0020,87.81
2022-04-27,S001,P0001,298.22
2022-04-27,S001,P0002,128.89
2022-04-27,S001,P0003,105.57
2022-04-27,S001,P0004,172.88
2022-04-27,S001,P0005,91.48
2022-04-27,S001,P0006,283.37
2022-04-27,S001,P0007,43.21
2022-04-27,S001,P0008,53.96
2022-04-27,S001,P0009,28.7
2022-04-27,S001,P0010,222.34
2022-04-27,S001,P0011,105.26
2022-04-27,S001,P0012,250.89
2022-04-27,S001,P0013,148.44
2022-04-27,S001,P0014,89.73
2022-04-27,S001,P0015,204.11
2022-04-27,S001,P0016,20.84
2022-04-27,S001,P0017,149.88
2022-04-27,S001,P0018,19.39
2022-04-27,S001,P0019,187.03
2022-04-27,S001,P0020,49.94
2022-04-27,S002,P0001,127.35
2022-04-27,S002,P0002,25.46
2022-04-27,S002,P0003,138.32
2022-04-27,S002,P0004,393.83
2022-04-27,S002,P0005,162.44
2022-04-27,S002,P0006,83.17
2022-04-27,S002,P0007,170.43
2022-04-27,S002,P0008,2.93
2022-04-27,S002,P0009,159.25
2022-04-27,S002,P0010,116.45
2022-04-27,S002,P0011,12.98
2022-04-27,S002,P0012,148.5
2022-04-27,S002,P0013,95.44
2022-04-27,S002,P0014,86.14
2022-04-27,S002,P0015,222.87
2022-04-27,S002,P0016,362.32
2022-04-27,S002,P0017,267.54
2022-04-27,S002,P0018,179.88
2022-04-27,S002,P0019,254.99
2022-04-27,S002,P0020,131.38
2022-04-27,S003,P0001,-7.76
2022-04-27,S003,P0002,160.11
2022-04-27,S003,P0003,2.71
2022-04-27,S003,P0004,126.89
2022-04-27,S003,P0005,46.21
2022-04-27,S003,P0006,88.7
2022-04-27,S003,P0007,415.12
2022-04-27,S003,P0008,61.81
2022-04-27,S003,P0009,89.62
2022-04-27,S003,P0010,88.3
2022-04-27,S003,P0011,191.07
2022-04-27,S003,P0012,162.34
2022-04-27,S003,P0013,112.81
2022-04-27,S003,P0014,134.6
2022-04-27,S003,P0015,344.37
2022-04-27,S003,P0016,70.21
2022-04-27,S003,P0017,216.33
2022-04-27,S003,P0018,9.99
2022-04-27,S003,P0019,73.57
2022-04-27,S003,P0020,32.29
2022-04-27,S004,P0001,27.59
2022-04-27,S004,P0002,40.4
2022-04-27,S004,P0003,72.84
2022-04-27,S004,P0004,87.69
2022-04-27,S004,P0005,69.74
2022-04-27,S004,P0006,229.89
2022-04-27,S004,P0007,218.5
2022-04-27,S004,P0008,127.07
2022-04-27,S004,P0009,40.85
2022-04-27,S004,P0010,53.9
2022-04-27,S004,P0011,120.87
2022-04-27,S004,P0012,202.39
2022-04-27,S004,P0013,16.62
2022-04-27,S004,P0014,54.18
2022-04-27,S004,P0015,60.03
2022-04-27,S004,P0016,146.57
2022-04-27,S004,P0017,230.42
2022-04-27,S004,P0018,435.32
2022-04-27,S004,P0019,414.08
2022-04-27,S004,P0020,43.89
2022-04-27,S005,P0001,16.55
2022-04-27,S005,P0002,105.4
2022-04-27,S005,P0003,91.17
2022-04-27,S005,P0004,303.79
2022-04-27,S005,P0005,280.97
2022-04-27,S005,P0006,73.1
2022-04-27,S005,P0007,59.41
2022-04-27,S005,P0008,99.39
2022-04-27,S005,P0009,229.17
2022-04-27,S005,P0010,63.72
2022-04-27,S005,P0011,99.53
2022-04-27,S005,P0012,52.36
2022-04-27,S005,P0013,52.55
2022-04-27,S005,P0014,127.7
2022-04-27,S005,P0015,33.83
2022-04-27,S005,P0016,72.5
2022-04-27,S005,P0017,111.11
2022-04-27,S005,P0018,49.54
2022-04-27,S005,P0019,268.79
2022-04-27,S005,P0020,353.17
2022-04-28,S001,P0001,329.4
2022-04-28,S001,P0002,130.18
2022-04-28,S001,P0003,60.0
2022-04-28,S001,P0004,178.73
2022-04-28,S001,P0005,86.2
2022-04-28,S001,P0006,239.02
2022-04-28,S001,P0007,417.06
2022-04-28,S001,P0008,210.02
2022-04-28,S001,P0009,121.21
2022-04-28,S001,P0010,48.52
2022-04-28,S001,P0011,279.94
2022-04-28,S001,P0012,178.19
2022-04-28,S001,P0013,168.09
2022-04-28,S001,P0014,138.69
2022-04-28,S001,P0015,316.06
2022-04-28,S001,P0016,211.18
2022-04-28,S001,P0017,171.34
2022-04-28,S001,P0018,133.29
2022-04-28,S001,P0019,10.08
2022-04-28,S001,P0020,112.28
2022-04-28,S002,P0001,476.7
2022-04-28,S002,P0002,39.71
2022-04-28,S002,P0003,62.28
2022-04-28,S002,P0004,12.95
2022-04-28,S002,P0005,-7.34
2022-04-28,S002,P0006,103.24
2022-04-28,S002,P0007,308.63
2022-04-28,S002,P0008,47.73
2022-04-28,S002,P0009,32.77
2022-04-28,S002,P0010,61.93
2022-04-28,S002,P0011,50.01
2022-04-28,S002,P0012,201.76
2022-04-28,S002,P0013,9.86
2022-04-28,S002,P0014,49.75
2022-04-28,S002,P0015,418.41
2022-04-28,S002,P0016,171.63
2022-04-28,S002,P0017,28.02
2022-04-28,S002,P0018,8.51
2022-04-28,S002,P0019,120.65
2022-04-28,S002,P0020,204.05
2022-04-28,S003,P0001,118.4
2022-04-28,S003,P0002,108.89
2022-04-28,S003,P0003,232.78
2022-04-28,S003,P0004,35.06
2022-04-28,S003,P0005,213.99
2022-04-28,S003,P0006,20.09
2022-04-28,S003,P0007,197.58
2022-04-28,S003,P0008,105.93
2022-04-28,S003,P0009,41.52
2022-04-28,S003,P0010,78.75
2022-04-28,S003,P0011,190.26
2022-04-28,S003,P0012,105.58
2022-04-28,S003,P0013,133.59
2022-04-28,S003,P0014,26.19
2022-04-28,S003,P0015,104.29
2022-04-28,S003,P0016,211.98
2022-04-28,S003,P0017,93.71
2022-04-28,S003,P0018,338.23
2022-04-28,S003,P0019,173.22
2022-04-28,S003,P0020,218.7
2022-04-28,S004,P0001,201.73
2022-04-28,S004,P0002,156.85
2022-04-28,S004,P0003,146.82
2022-04-28,S004,P0004,72.12
2022-04-28,S004,P0005,155.3
2022-04-28,S004,P0006,85.5
2022-04-28,S004,P0007,17.15
2022-04-28,S004,P0008,99.65
2022-04-28,S004,P0009,88.64
2022-04-28,S004,P0010,32.73
2022-04-28,S004,P0011,201.79
2022-04-28,S004,P0012,77.17
2022-04-28,S004,P0013,246.81
2022-04-28,S004,P0014,145.78
2022-04-28,S004,P0015,151.28
2022-04-28,S004,P0016,211.8
2022-04-28,S004,P0017,193.95
2022-04-28,S004,P0018,303.47
2022-04-28,S004,P0019,178.78
2022-04-28,S004,P0020,439.86
2022-04-28,S005,P0001,383.39
2022-04-28,S005,P0002,291.71
2022-04-28,S005,P0003,190.34
2022-04-28,S005,P0004,272.6
2022-04-28,S005,P0005,251.71
2022-04-28,S005,P0006,131.14
2022-04-28,S005,P0007,122.04
2022-04-28,S005,P0008,22.07
2022-04-28,S005,P0009,344.07
2022-04-28,S005,P0010,107.78
2022-04-28,S005,P0011,25.55
2022-04-28,S005,P0012,170.58
2022-04-28,S005,P0013,223.98
2022-04-28,S005,P0014,181.05
2022-04-28,S005,P0015,16.0
2022-04-28,S005,P0016,407.64
2022-04-28,S005,P0017,50.18
2022-04-28,S005,P0018,209.26
2022-04-28,S005,P0019,60.8
2022-04-28,S005,P0020,59.22
2022-04-29,S001,P0001,31.1
2022-04-29,S001,P0002,235.63
2022-04-29,S001,P0003,223.68
2022-04-29,S001,P0004,270.59
2022-04-29,S001,P0005,24.75
2022-04-29,S001,P0006,7.06
2022-04-29,S001,P0007,105.19
2022-04-29,S001,P0008,17.94
2022-04-29,S001,P0009,114.09
2022-04-29,S001,P0010,114.76
2022-04-29,S001,P0011,127.4
2022-04-29,S001,P0012,114.21
2022-04-29,S001,P0013,14.39
2022-04-29,S001,P0014,39.96
2022-04-29,S001,P0015,171.06
2022-04-29,S001,P0016,36.4
2022-04-29,S001,P0017,193.18
2022-04-29,S001,P0018,224.12
2022-04-29,S001,P0019,13.48
2022-04-29,S001,P0020,102.63
2022-04-29,S002,P0001,77.07
2022-04-29,S002,P0002,71.35
2022-04-29,S002,P0003,51.93
2022-04-29,S002,P0004,139.04
2022-04-29,S002,P0005,263.24
2022-04-29,S002,P0006,87.83
2022-04-29,S002,P0007,116.86
2022-04-29,S002,P0008,119.64
2022-04-29,S002,P0009,29.9
2022-04-29,S002,P0010,93.06
2022-04-29,S002,P0011,188.81
2022-04-29,S002,P0012,143.54
2022-04-29,S002,P0013,159.95
2022-04-29,S002,P0014,52.36
2022-04-29,S002,P0015,171.88
2022-04-29,S002,P0016,16.03
2022-04-29,S002,P0017,175.14
2022-04-29,S002,P0018,439.6
2022-04-29,S002,P0019,50.91
2022-04-29,S002,P0020,276.54
2022-04-29,S003,P0001,196.73
2022-04-29,S003,P0002,147.24
2022-04-29,S003,P0003,161.23
2022-04-29,S003,P0004,308.67
2022-04-29,S003,P0005,406.93
2022-04-29,S003,P0006,20.58
2022-04-29,S003,P0007,37.07
2022-04-29,S003,P0008,12.78
2022-04-29,S003,P0009,32.7
2022-04-29,S003,P0010,72.0
2022-04-29,S003,P0011,186.18
2022-04-29,S003,P0012,14.55
2022-04-29,S003,P0013,373.71
2022-04-29,S003,P0014,39.8
2022-04-29,S003,P0015,90.56
2022-04-29,S003,P0016,108.98
2022-04-29,S003,P0017,239.46
2022-04-29,S003,P0018,65.25
2022-04-29,S003,P0019,299.3
2022-04-29,S003,P0020,11.74
2022-04-29,S004,P0001,95.16
2022-04-29,S004,P0002,82.73
2022-04-29,S004,P0003,32.1
2022-04-29,S004,P0004,365.11
2022-04-29,S004,P0005,117.85
2022-04-29,S004,P0006,264.88
2022-04-29,S004,P0007,117.25
2022-04-29,S004,P0008,59.73
2022-04-29,S004,P0009,170.51
2022-04-29,S004,P0010,171.78
2022-04-29,S004,P0011,234.36
2022-04-29,S004,P0012,66.4
2022-04-29,S004,P0013,223.6
2022-04-29,S004,P0014,68.39
2022-04-29,S004,P0015,75.29
2022-04-29,S004,P0016,43.61
2022-04-29,S004,P0017,271.95
2022-04-29,S004,P0018,145.87
2022-04-29,S004,P0019,101.05
2022-04-29,S004,P0020,129.14
2022-04-29,S005,P0001,73.57
2022-04-29,S005,P0002,39.99
2022-04-29,S005,P0003,205.99
2022-04-29,S005,P0004,191.48
2022-04-29,S005,P0005,21.31
2022-04-29,S005,P0006,36.27
2022-04-29,S005,P0007,144.36
2022-04-29,S005,P0008,150.69
2022-04-29,S005,P0009,48.56
2022-04-29,S005,P0010,90.85
2022-04-29,S005,P0011,52.51
2022-04-29,S005,P0012,118.81
2022-04-29,S005,P0013,122.55
2022-04-29,S005,P0014,22.26
2022-04-29,S005,P0015,40.81
2022-04-29,S005,P0016,477.77
2022-04-29,S005,P0017,56.3
2022-04-29,S005,P0018,187.15
2022-04-29,S005,P0019,262.51
2022-04-29,S005,P0020,38.65
2022-04-30,S001,P0001,143.4
2022-04-30,S001,P0002,107.49
2022-04-30,S001,P0003,138.36
2022-04-30,S001,P0004,70.65
2022-04-30,S001,P0005,58.0
2022-04-30,S001,P0006,208.22
2022-04-30,S001,P0007,177.82
2022-04-30,S001,P0008,120.2
2022-04-30,S001,P0009,401.68
2022-04-30,S001,P0010,100.26
2022-04-30,S001,P0011,43.7
2022-04-30,S001,P0012,187.95
2022-04-30,S001,P0013,160.23
2022-04-30,S001,P0014,29.53
2022-04-30,S001,P0015,188.54
2022-04-30,S001,P0016,50.72
2022-04-30,S001,P0017,276.74
2022-04-30,S001,P0018,362.57
2022-04-30,S001,P0019,52.68
2022-04-30,S001,P0020,420.57
2022-04-30,S002,P0001,70.12
2022-04-30,S002,P0002,123.23
2022-04-30,S002,P0003,54.43
2022-04-30,S002,P0004,116.38
2022-04-30,S002,P0005,35.02
2022-04-30,S002,P0006,137.96
2022-04-30,S002,P0007,398.32
2022-04-30,S002,P0008,56.74
2022-04-30,S002,P0009,123.26
2022-04-30,S002,P0010,52.89
2022-04-30,S002,P0011,237.63
2022-04-30,S002,P0012,79.63
2022-04-30,S002,P0013,85.0
2022-04-30,S002,P0014,146.05
2022-04-30,S002,P0015,57.16
2022-04-30,S002,P0016,323.28
2022-04-30,S002,P0017,176.63
2022-04-30,S002,P0018,256.21
2022-04-30,S002,P0019,52.28
2022-04-30,S002,P0020,92.61
2022-04-30,S003,P0001,302.98
2022-04-30,S003,P0002,183.85
2022-04-30,S003,P0003,197.58
2022-04-30,S003,P0004,-2.19
2022-04-30,S003,P0005,60.14
2022-04-30,S003,P0006,27.39
2022-04-30,S003,P0007,459.26
2022-04-30,S003,P0008,42.3
2022-04-30,S003,P0009,-2.91
2022-04-30,S003,P0010,18.53
2022-04-30,S003,P0011,163.81
2022-04-30,S003,P0012,257.35
2022-04-30,S003,P0013,33.23
2022-04-30,S003,P0014,43.95
2022-04-30,S003,P0015,51.84
2022-04-30,S003,P0016,116.39
2022-04-30,S003,P0017,76.27
2022-04-30,S003,P0018,186.85
2022-04-30,S003,P0019,170.62
2022-04-30,S003,P0020,36.52
2022-04-30,S004,P0001,31.89
2022-04-30,S004,P0002,61.51
2022-04-30,S004,P0003,123.97
2022-04-30,S004,P0004,35.46
2022-04-30,S004,P0005,492.02
2022-04-30,S004,P0006,229.0
2022-04-30,S004,P0007,482.92
2022-04-30,S004,P0008,211.62
2022-04-30,S004,P0009,15.52
2022-04-30,S004,P0010,189.06
2022-04-30,S004,P0011,175.92
2022-04-30,S004,P0012,67.05
2022-04-30,S004,P0013,95.58
2022-04-30,S004,P0014,87.08
2022-04-30,S004,P0015,141.13
2022-04-30,S004,P0016,76.34
2022-04-30,S004,P0017,126.14
2022-04-30,S004,P0018,59.38
2022-04-30,S004,P0019,162.76
2022-04-30,S004,P0020,251.38
2022-04-30,S005,P0001,100.71
2022-04-30,S005,P0002,141.04
2022-04-30,S005,P0003,139.44
2022-04-30,S005,P0004,36.68
2022-04-30,S005,P0005,291.3
2022-04-30,S005,P0006,447.48
2022-04-30,S005,P0007,306.45
2022-04-30,S005,P0008,361.93
2022-04-30,S005,P0009,86.4
2022-04-30,S005,P0010,344.38
2022-04-30,S005,P0011,59.65
2022-04-30,S005,P0012,199.03
2022-04-30,S005,P0013,23.55
2022-04-30,S005,P0014,226.44
2022-04-30,S005,P0015,223.64
2022-04-30,S005,P0016,124.05
2022-04-30,S005,P0017,78.17
2022-04-30,S005,P0018,82.12
2022-04-30,S005,P0019,30.44
2022-04-30,S005,P0020,332.92
2022-05-01,S001,P0001,-8.04
2022-05-01,S001,P0002,115.11
2022-05-01,S001,P0003,7.27
2022-05-01,S001,P0004,2.82
2022-05-01,S001,P0005,96.26
2022-05-01,S001,P0006,75.69
2022-05-01,S001,P0007,32.47
2022-05-01,S001,P0008,135.39
2022-05-01,S001,P0009,42.79
2022-05-01,S001,P0010,12.7
2022-05-01,S001,P0011,150.2
2022-05-01,S001,P0012,281.35
2022-05-01,S001,P0013,167.93
2022-05-01,S001,P0014,32.58
2022-05-01,S001,P0015,313.81
2022-05-01,S001,P0016,40.98
2022-05-01,S001,P0017,37.54
2022-05-01,S001,P0018,280.13
2022-05-01,S001,P0019,49.02
2022-05-01,S001,P0020,141.25
2022-05-01,S002,P0001,-3.39
2022-05-01,S002,P0002,163.13
2022-05-01,S002,P0003,357.97
2022-05-01,S002,P0004,221.77
2022-05-01,S002,P0005,322.02
2022-05-01,S002,P0006,359.51
2022-05-01,S002,P0007,64.96
2022-05-01,S002,P0008,46.27
2022-05-01,S002,P0009,282.82
2022-05-01,S002,P0010,409.79
2022-05-01,S002,P0011,157.54
2022-05-01,S002,P0012,42.87
2022-05-01,S002,P0013,69.0
2022-05-01,S002,P0014,81.96
2022-05-01,S002,P0015,75.09
2022-05-01,S002,P0016,154.99
2022-05-01,S002,P0017,67.52
2022-05-01,S002,P0018,233.35
2022-05-01,S002,P0019,45.05
2022-05-01,S002,P0020,258.78
2022-05-01,S003,P0001,74.3
2022-05-01,S003,P0002,34.24
2022-05-01,S003,P0003,287.03
2022-05-01,S003,P0004,165.0
2022-05-01,S003,P0005,78.19
2022-05-01,S003,P0006,372.05
2022-05-01,S003,P0007,237.0
2022-05-01,S003,P0008,44.81
2022-05-01,S003,P0009,39.28
2022-05-01,S003,P0010,82.37
2022-05-01,S003,P0011,86.96
2022-05-01,S003,P0012,51.67
2022-05-01,S003,P0013,62.04
2022-05-01,S003,P0014,206.81
2022-05-01,S003,P0015,208.71
2022-05-01,S003,P0016,103.64
2022-05-01,S003,P0017,155.83
2022-05-01,S003,P0018,25.55
2022-05-01,S003,P0019,371.13
2022-05-01,S003,P0020,272.88
2022-05-01,S004,P0001,94.12
2022-05-01,S004,P0002,52.03
2022-05-01,S004,P0003,139.45
2022-05-01,S004,P0004,99.59
2022-05-01,S004,P0005,109.64
2022-05-01,S004,P0006,336.92
2022-05-01,S004,P0007,485.75
2022-05-01,S004,P0008,53.58
2022-05-01,S004,P0009,58.48
2022-05-01,S004,P0010,42.82
2022-05-01,S004,P0011,181.84
2022-05-01,S004,P0012,163.78
2022-05-01,S004,P0013,18.95
2022-05-01,S004,P0014,396.83
2022-05-01,S004,P0015,25.62
2022-05-01,S004,P0016,68.01
2022-05-01,S004,P0017,42.23
2022-05-01,S004,P0018,27.21
2022-05-01,S004,P0019,104.81
2022-05-01,S004,P0020,7.64
2022-05-01,S005,P0001,7.87
2022-05-01,S005,P0002,226.44
2022-05-01,S005,P0003,17.66
2022-05-01,S005,P0004,128.66
2022-05-01,S005,P0005,119.95
2022-05-01,S005,P0006,73.25
2022-05-01,S005,P0007,40.18
2022-05-01,S005,P0008,93.89
2022-05-01,S005,P0009,8.07
2022-05-01,S005,P0010,77.99
2022-05-01,S005,P0011,353.17
2022-05-01,S005,P0012,31.92
2022-05-01,S005,P0013,77.02
2022-05-01,S005,P0014,286.25
2022-05-01,S005,P0015,398.2
2022-05-01,S005,P0016,19.27
2022-05-01,S005,P0017,207.56
2022-05-01,S005,P0018,26.54
2022-05-01,S005,P0019,141.54
2022-05-01,S005,P0020,62.43
2022-05-02,S001,P0001,-1.99
2022-05-02,S001,P0002,2.01
2022-05-02,S001,P0003,305.81
2022-05-02,S001,P0004,170.83
2022-05-02,S001,P0005,25.51
2022-05-02,S001,P0006,78.16
2022-05-02,S001,P0007,152.38
2022-05-02,S001,P0008,46.45
2022-05-02,S001,P0009,113.95
2022-05-02,S001,P0010,93.23
2022-05-02,S001,P0011,8.72
2022-05-02,S001,P0012,53.66
2022-05-02,S001,P0013,187.38
2022-05-02,S001,P0014,153.21
2022-05-02,S001,P0015,49.33
2022-05-02,S001,P0016,51.23
2022-05-02,S001,P0017,23.04
2022-05-02,S001,P0018,82.97
2022-05-02,S001,P0019,120.62
2022-05-02,S001,P0020,145.42
2022-05-02,S002,P0001,106.62
2022-05-02,S002,P0002,301.11
2022-05-02,S002,P0003,80.34
2022-05-02,S002,P0004,65.34
2022-05-02,S002,P0005,178.75
2022-05-02,S002,P0006,243.16
2022-05-02,S002,P0007,36.3
2022-05-02,S002,P0008,77.77
2022-05-02,S002,P0009,293.14
2022-05-02,S002,P0010,19.19
2022-05-02,S002,P0011,155.91
2022-05-02,S002,P0012,55.48
2022-05-02,S002,P0013,57.68
2022-05-02,S002,P0014,295.48
2022-05-02,S002,P0015,55.52
2022-05-02,S002,P0016,22.13
2022-05-02,S002,P0017,49.83
2022-05-02,S002,P0018,16.58
2022-05-02,S002,P0019,26.93
2022-05-02,S002,P0020,275.9
2022-05-02,S003,P0001,25.19
2022-05-02,S003,P0002,129.65
2022-05-02,S003,P0003,118.98
2022-05-02,S003,P0004,12.22
2022-05-02,S003,P0005,255.92
2022-05-02,S003,P0006,12.41
2022-05-02,S003,P0007,0.17
2022-05-02,S003,P0008,56.63
2022-05-02,S003,P0009,194.29
2022-05-02,S003,P0010,251.39
2022-05-02,S003,P0011,34.21
2022-05-02,S003,P0012,130.98
2022-05-02,S003,P0013,147.04
2022-05-02,S003,P0014,73.06
2022-05-02,S003,P0015,73.86
2022-05-02,S003,P0016,59.62
2022-05-02,S003,P0017,313.8
2022-05-02,S003,P0018,-3.16
2022-05-02,S003,P0019,124.68
2022-05-02,S003,P0020,93.05
2022-05-02,S004,P0001,105.08
2022-05-02,S004,P0002,7.53
2022-05-02,S004,P0003,191.07
2022-05-02,S004,P0004,75.08
2022-05-02,S004,P0005,110.78
2022-05-02,S004,P0006,65.9
2022-05-02,S004,P0007,19.25
2022-05-02,S004,P0008,50.04
2022-05-02,S004,P0009,230.11
2022-05-02,S004,P0010,205.95
2022-05-02,S004,P0011,48.75
2022-05-02,S004,P0012,148.88
2022-05-02,S004,P0013,127.37
2022-05-02,S004,P0014,243.94
2022-05-02,S004,P0015,228.53
2022-05-02,S004,P0016,174.36
2022-05-02,S004,P0017,21.84
2022-05-02,S004,P0018,23.97
2022-05-02,S004,P0019,58.44
2022-05-02,S004,P0020,144.09
2022-05-02,S005,P0001,117.66
2022-05-02,S005,P0002,33.18
2022-05-02,S005,P0003,1.35
2022-05-02,S005,P0004,80.75
2022-05-02,S005,P0005,120.96
2022-05-02,S005,P0006,262.47
2022-05-02,S005,P0007,82.59
2022-05-02,S005,P0008,165.03
2022-05-02,S005,P0009,231.42
2022-05-02,S005,P0010,234.88
2022-05-02,S005,P0011,58.17
2022-05-02,S005,P0012,137.48
2022-05-02,S005,P0013,18.32
2022-05-02,S005,P0014,45.09
2022-05-02,S005,P0015,28.76
2022-05-02,S005,P0016,177.75
2022-05-02,S005,P0017,320.19
2022-05-02,S005,P0018,80.31
2022-05-02,S005,P0019,249.47
2022-05-02,S005,P0020,66.14
2022-05-03,S001,P0001,32.61
2022-05-03,S001,P0002,55.27
2022-05-03,S001,P0003,335.83
2022-05-03,S001,P0004,441.72
2022-05-03,S001,P0005,21.64
2022-05-03,S001,P0006,22.65
2022-05-03,S001,P0007,29.04
2022-05-03,S001,P0008,4.47
2022-05-03,S001,P0009,103.52
2022-05-03,S001,P0010,147.33
2022-05-03,S001,P0011,41.52
2022-05-03,S001,P0012,100.58
2022-05-03,S001,P0013,84.48
2022-05-03,S001,P0014,67.42
2022-05-03,S001,P0015,315.68
2022-05-03,S001,P0016,180.85
2022-05-03,S001,P0017,4.57
2022-05-03,S001,P0018,127.8
2022-05-03,S001,P0019,90.98
2022-05-03,S001,P0020,309.97
2022-05-03,S002,P0001,93.28
2022-05-03,S002,P0002,449.2
2022-05-03,S002,P0003,43.67
2022-05-03,S002,P0004,2.26
2022-05-03,S002,P0005,41.38
2022-05-03,S002,P0006,137.37
2022-05-03,S002,P0007,40.46
