Product ID,Category,Price
P0020,Electronics,11.65
P0001,Furniture,36.01
P0002,Electronics,80.61
P0003,Clothing,45.73
P0004,Toys,89.61
P0005,Groceries,77.48
P0006,Toys,97.66
P0007,Clothing,45.69
P0008,Toys,91.59
P0009,Furniture,55.11
P0010,Toys,81.97
P0011,Groceries,52.52
P0012,Furniture,45.97
P0013,Groceries,18.66
P0014,Electronics,81.03
P0015,Electronics,86.5
P0016,Toys,22.36
P0017,Clothing,11.52
P0018,Clothing,77.58
P0019,Furniture,82.8
P0020,Clothing,20.33
P0001,Groceries,56.87
P0002,Toys,95.83
P0003,Furniture,15.55
P0004,Clothing,43.29
P0005,Groceries,18.97
P0006,Toys,93.4
P0007,Clothing,86.66
P0008,Furniture,78.45
P0009,Furniture,58.54
P0010,Electronics,17.27
P0011,Groceries,92.4
P0012,Electronics,19.34
P0013,Groceries,25.08
P0014,Electronics,40.56
P0015,Toys,88.06
P0016,Clothing,97.57
P0017,Groceries,58.75
P0018,Groceries,91.55
P0019,Furniture,72.62
P0020,Groceries,35.9
P0001,Electronics,17.41
P0002,Groceries,21.34
P0003,Furniture,39.73
P0004,Toys,28.5
P0005,Clothing,89.14
P0006,Toys,72.52
P0007,Clothing,54.31
P0008,Electronics,91.51
P0009,Electronics,41.38
P0010,Electronics,23.65
P0011,Groceries,41.85
P0012,Clothing,69.82
P0013,Toys,79.79
P0014,Groceries,27.89
P0015,Electronics,51.23
P0016,Groceries,31.9
P0017,Toys,64.66
P0018,Groceries,67.69
P0019,Clothing,92.54
P0020,Groceries,71.35
P0001,Toys,70.51
P0002,Groceries,96.09
P0003,Toys,27.11
P0004,Electronics,88.76
P0005,Clothing,42.24
P0006,Electronics,33.14
P0007,Clothing,58.85
P0008,Groceries,78.26
P0009,Groceries,28.07
P0010,Electronics,62.5
P0011,Furniture,87.16
P0012,Furniture,97.4
P0013,Electronics,91.13
P0014,Groceries,29.46
P0015,Groceries,53.94
P0016,Groceries,65.89
P0017,Electronics,10.2
P0018,Groceries,51.07
P0019,Clothing,96.08
P0020,Electronics,14.0
P0001,Toys,92.11
P0002,Electronics,34.83
P0003,Clothing,61.41
P0004,Groceries,55.9
P0005,Clothing,76.51
P0006,Furniture,58.81
P0007,Electronics,58.06
P0008,Groceries,40.61
P0009,Furniture,86.58
P0010,Clothing,54.84
P0011,Clothing,95.1
P0012,Groceries,94.23
P0013,Clothing,59.58
P0014,Toys,11.5
P0015,Clothing,10.36
P0016,Furniture,53.0
P0017,Clothing,66.54
P0018,Toys,53.69
P0019,Electronics,95.87
P0020,Toys,30.88
P0001,Electronics,38.87
P0002,Groceries,45.95
P0003,Clothing,27.22
P0004,Toys,11.17
P0005,Electronics,99.08
P0006,Clothing,45.45
P0007,Toys,68.3
P0008,Furniture,57.95
P0009,Clothing,88.27
P0010,Clothing,59.03
P0011,Toys,71.08
P0012,Electronics,13.24
P0013,Furniture,42.13
P0014,Electronics,93.44
P0015,Groceries,61.46
P0016,Groceries,60.37
P0017,Furniture,64.48
P0018,Electronics,35.52
P0019,Clothing,63.29
P0020,Toys,72.61
P0001,Electronics,35.38
P0002,Toys,34.02
P0003,Electronics,64.65
P0004,Electronics,92.01
P0005,Groceries,42.17
P0006,Electronics,19.05
P0007,Electronics,45.69
P0008,Clothing,67.11
P0009,Electronics,83.67
P0010,Groceries,71.4
P0011,Clothing,51.17
P0012,Clothing,32.76
P0013,Toys,49.68
P0014,Toys,54.32
P0015,Electronics,17.98
P0016,Furniture,86.3
P0017,Toys,67.81
P0018,Electronics,69.37
P0019,Groceries,54.09
P0020,Clothing,25.85
P0001,Groceries,16.01
P0002,Furniture,80.76
P0003,Electronics,78.2
P0005,Clothing,43.39
P0006,Groceries,31.31
P0007,Clothing,80.01
P0008,Toys,43.11
P0009,Clothing,42.23
P0011,Clothing,24.22
P0012,Groceries,75.26
P0013,Furniture,29.92
P0014,Electronics,81.54
P0015,Groceries,69.65
P0016,Groceries,20.37
P0017,Clothing,15.32
P0018,Furniture,14.77
P0019,Electronics,61.57
P0020,Electronics,35.31
P0001,Electronics,68.38
P0002,Toys,87.93
P0003,Electronics,53.27
P0004,Clothing,19.15
P0005,Groceries,56.16
P0006,Groceries,78.27
P0007,Groceries,53.7
P0008,Electronics,98.06
P0009,Toys,25.59
P0010,Electronics,62.41
P0012,Clothing,62.39
P0013,Clothing,84.46
P0015,Toys,31.98
P0016,Clothing,40.32
P0017,Groceries,82.86
P0018,Toys,12.84
P0019,Groceries,87.52
P0020,Electronics,71.84
P0001,Furniture,99.88
P0002,Clothing,88.57
P0003,Furniture,46.41
P0004,Toys,29.8
P0005,Furniture,50.31
P0006,Electronics,51.38
P0007,Toys,14.34
P0008,Clothing,11.65
P0009,Clothing,62.61
P0010,Toys,50.0
P0011,Toys,45.44
P0012,Furniture,90.18
P0013,Groceries,46.33
P0014,Furniture,20.73
P0016,Electronics,52.13
P0017,Furniture,54.97
P0018,Groceries,60.42
P0020,Groceries,14.1
P0001,Toys,65.95
P0002,Toys,75.81
P0003,Furniture,14.97
P0004,Toys,70.77
P0005,Electronics,44.2
P0006,Electronics,30.46
P0007,Electronics,75.95
P0008,Groceries,83.11
P0009,Clothing,44.45
P0010,Groceries,94.94
P0011,Electronics,35.73
P0012,Groceries,87.17
P0013,Toys,95.82
P0014,Furniture,98.32
P0015,Toys,76.49
P0016,Furniture,49.1
P0017,Clothing,23.92
P0018,Groceries,95.41
P0019,Clothing,82.29
P0020,Furniture,26.26
P0001,Furniture,70.64
P0002,Furniture,11.88
P0003,Toys,18.58
P0004,Groceries,52.18
P0005,Furniture,91.97
P0006,Furniture,43.87
P0007,Electronics,20.84
P0008,Clothing,27.12
P0009,Electronics,65.3
P0010,Toys,92.2
P0011,Toys,50.03
P0012,Toys,72.31
P0013,Furniture,12.77
P0014,Groceries,33.97
P0015,Groceries,84.56
P0016,Toys,61.21
P0017,Electronics,66.15
P0018,Furniture,89.74
P0019,Clothing,47.19
P0020,Clothing,82.87
P0001,Toys,59.2
P0002,Groceries,11.85
P0003,Toys,10.67
P0004,Toys,97.97
P0005,Electronics,40.59
P0006,Furniture,40.07
P0007,Toys,19.31
P0008,Toys,64.49
P0009,Furniture,60.74
P0010,Clothing,72.56
P0011,Furniture,87.74
P0012,Groceries,43.06
P0013,Electronics,39.43
P0014,Furniture,50.35
P0015,Electronics,62.63
P0016,Clothing,98.12
P0017,Clothing,59.34
P0018,Clothing,25.82
P0019,Groceries,16.91
P0020,Groceries,96.42
P0001,Groceries,37.31
P0002,Furniture,78.92
P0003,Toys,55.05
P0004,Toys,12.84
P0005,Toys,56.95
P0006,Groceries,39.92
P0007,Furniture,69.13
P0008,Electronics,60.51
P0009,Electronics,15.12
P0010,Electronics,46.64
P0011,Groceries,49.16
P0012,Furniture,21.34
P0013,Furniture,42.54
P0014,Clothing,82.45
P0015,Clothing,78.89
P0016,Groceries,67.05
P0017,Electronics,80.49
P0018,Clothing,49.83
P0019,Furniture,93.73
P0020,Furniture,73.18
P0001,Electronics,23.56
P0002,Furniture,52.67
P0003,Furniture,90.15
P0004,Furniture,58.46
P0005,Groceries,37.59
P0006,Clothing,56.43
P0007,Furniture,92.13
P0008,Toys,74.4
P0009,Toys,96.34
P0010,Electronics,72.74
P0011,Clothing,98.64
P0012,Groceries,29.29
P0013,Electronics,84.74
P0014,Furniture,19.23
P0015,Groceries,36.42
P0016,Electronics,25.01
P0017,Furniture,14.66
P0018,Electronics,64.95
P0019,Clothing,69.88
P0020,Clothing,62.3
P0001,Groceries,87.93
P0002,Groceries,46.26
P0003,Toys,55.57
P0004,Clothing,57.27
P0005,Groceries,72.19
P0006,Groceries,35.32
P0007,Toys,27.65
P0008,Electronics,98.39
P0009,Clothing,35.92
P0010,Groceries,29.17
P0011,Furniture,42.65
P0012,Electronics,11.53
P0013,Electronics,90.11
P0014,Electronics,64.4
P0015,Clothing,52.07
P0016,Electronics,10.07
P0017,Electronics,95.68
P0018,Clothing,18.99
P0019,Clothing,89.99
P0020,Electronics,11.29
P0001,Toys,37.08
P0002,Clothing,94.57
P0003,Groceries,93.01
P0004,Toys,80.13
P0005,Clothing,61.7
P0006,Clothing,61.22
P0007,Groceries,91.97
P0008,Electronics,43.86
P0009,Clothing,18.32
P0010,Clothing,24.94
P0011,Toys,86.2
P0012,Toys,82.78
P0013,Furniture,18.18
P0014,Furniture,76.3
P0015,Clothing,65.08
P0016,Groceries,67.14
P0017,Toys,71.27
P0018,Groceries,80.92
P0019,Toys,78.15
P0020,Groceries,34.54
P0001,Clothing,72.49
P0002,Furniture,70.94
P0003,Furniture,47.84
P0004,Toys,94.81
P0005,Electronics,98.78
P0006,Clothing,27.61
P0007,Furniture,18.98
P0008,Clothing,48.07
P0009,Furniture,23.48
P0010,Clothing,60.17
P0011,Toys,74.51
P0012,Furniture,74.99
P0013,Toys,90.65
P0014,Furniture,92.56
P0015,Electronics,50.15
P0016,Clothing,59.49
P0017,Toys,98.36
P0018,Electronics,81.37
P0020,Electronics,43.93
P0001,Clothing,94.52
P0002,Clothing,16.9
P0003,Clothing,24.3
P0004,Electronics,51.99
P0005,Furniture,95.33
P0006,Electronics,22.8
P0007,Furniture,73.31
P0008,Furniture,29.53
P0009,Electronics,27.45
P0010,Furniture,17.72
P0011,Groceries,81.21
P0012,Groceries,15.94
P0013,Groceries,88.44
P0014,Groceries,35.43
P0015,Toys,30.31
P0016,Clothing,43.15
P0018,Groceries,78.09
P0019,Clothing,94.07
P0020,Electronics,22.75
P0001,Toys,39.99
P0002,Clothing,25.71
P0003,Toys,84.64
P0004,Furniture,91.92
P0005,Electronics,44.75
P0006,Clothing,86.35
P0007,Toys,18.5
P0008,Clothing,51.38
P0009,Groceries,13.05
P0010,Furniture,98.01
P0011,Toys,84.96
P0012,Toys,98.72
P0013,Groceries,83.13
P0014,Groceries,65.19
P0015,Clothing,11.84
P0017,Electronics,37.82
P0018,Groceries,58.88
P0019,Furniture,30.32
P0020,Clothing,81.65
P0001,Groceries,26.87
P0002,Groceries,93.96
P0003,Toys,42.7
P0004,Electronics,81.61
P0005,Electronics,23.31
P0006,Groceries,78.1
P0007,Groceries,94.51
P0008,Clothing,61.36
P0009,Electronics,63.77
P0010,Clothing,76.94
P0011,Electronics,87.51
P0012,Toys,89.94
P0013,Groceries,40.96
P0014,Clothing,45.51
P0015,Furniture,66.47
P0016,Furniture,51.89
P0017,Groceries,75.98
P0018,Electronics,39.37
P0019,Furniture,16.47
P0020,Toys,53.5
P0001,Clothing,45.95
P0002,Clothing,94.48
P0003,Toys,21.32
P0004,Groceries,46.89
P0005,Furniture,95.36
P0006,Clothing,88.5
P0007,Furniture,69.68
P0008,Furniture,76.86
P0009,Clothing,52.54
P0010,Furniture,54.33
P0011,Groceries,91.55
P0012,Clothing,14.77
P0013,Furniture,44.1
P0014,Groceries,53.41
P0015,Clothing,70.66
P0016,Furniture,73.71
P0017,Groceries,60.15
P0018,Groceries,84.36
P0019,Groceries,32.46
P0020,Groceries,46.16
P0001,Clothing,63.51
P0002,Groceries,35.07
P0003,Electronics,25.18
P0004,Groceries,71.83
P0005,Electronics,48.14
P0006,Toys,72.01
P0007,Groceries,72.7
P0008,Electronics,33.57
P0009,Electronics,64.54
P0010,Electronics,92.1
P0011,Toys,87.57
P0012,Toys,55.88
P0013,Clothing,62.54
P0014,Furniture,84.0
P0015,Clothing,16.93
P0016,Furniture,84.95
P0017,Furniture,10.42
P0018,Electronics,75.64
P0019,Furniture,18.41
P0020,Toys,89.01
P0001,Groceries,61.55
P0002,Electronics,74.18
P0003,Groceries,91.22
P0004,Groceries,65.77
P0005,Furniture,81.05
P0006,Clothing,95.02
P0007,Toys,85.53
P0008,Clothing,40.16
P0009,Clothing,67.47
P0010,Groceries,76.48
P0011,Furniture,37.03
P0013,Clothing,84.82
P0014,Furniture,68.99
P0016,Electronics,62.77
P0017,Groceries,40.17
P0019,Toys,30.52
P0020,Groceries,76.9
P0001,Furniture,19.23
P0002,Toys,19.66
P0003,Toys,31.77
P0004,Clothing,39.23
P0005,Electronics,16.07
P0006,Electronics,58.51
P0007,Toys,36.64
P0008,Groceries,50.42
P0009,Groceries,11.7
P0010,Furniture,98.15
P0011,Clothing,27.96
P0012,Clothing,50.19
P0013,Furniture,96.35
P0014,Toys,71.14
P0015,Electronics,60.67
P0016,Electronics,42.31
P0017,Clothing,98.28
P0018,Clothing,88.84
P0019,Clothing,58.81
P0020,Clothing,48.27
P0001,Electronics,85.65
P0002,Groceries,29.27
P0003,Toys,15.77
P0004,Furniture,29.3
P0005,Furniture,62.73
P0006,Furniture,69.49
P0007,Electronics,88.69
P0008,Electronics,43.53
P0009,Groceries,93.72
P0010,Clothing,91.5
P0011,Toys,37.48
P0012,Toys,36.91
P0013,Electronics,97.89
P0014,Clothing,78.14
P0015,Toys,29.28
P0016,Groceries,33.11
P0017,Electronics,23.95
P0018,Toys,78.89
P0019,Furniture,94.9
P0020,Clothing,21.26
P0001,Toys,97.5
P0002,Toys,47.85
P0003,Clothing,28.22
P0004,Electronics,71.2
P0005,Toys,98.68
P0006,Clothing,81.72
P0007,Furniture,58.66
P0008,Electronics,57.53
P0009,Groceries,59.24
P0010,Clothing,44.76
P0011,Furniture,61.13
P0012,Furniture,49.54
P0013,Clothing,54.96
P0014,Clothing,85.28
P0015,Groceries,17.25
P0016,Toys,42.18
P0017,Groceries,40.29
P0018,Clothing,27.63
P0019,Furniture,94.04
P0020,Clothing,50.34
P0001,Clothing,95.88
P0002,Toys,81.77
P0003,Toys,39.65
P0004,Electronics,51.69
P0005,Furniture,60.55
P0006,Toys,37.03
P0007,Clothing,45.83
P0008,Clothing,33.01
P0009,Electronics,76.84
P0010,Toys,46.05
P0011,Furniture,27.74
P0012,Furniture,37.38
P0013,Groceries,20.01
P0014,Electronics,41.58
P0015,Clothing,37.13
P0016,Furniture,22.56
P0017,Furniture,44.72
P0018,Groceries,51.0
P0019,Groceries,49.91
P0020,Clothing,79.48
P0001,Electronics,81.87
P0002,Clothing,29.61
P0003,Clothing,44.37
P0004,Electronics,26.47
P0005,Furniture,17.91
P0006,Furniture,89.35
P0007,Clothing,18.54
P0008,Toys,90.41
P0009,Furniture,47.47
P0010,Toys,90.27
P0011,Furniture,50.63
P0012,Toys,41.85
P0013,Groceries,38.11
P0014,Furniture,47.49
P0015,Groceries,28.57
P0016,Electronics,65.33
P0017,Electronics,96.84
P0018,Clothing,85.0
P0019,Toys,95.28
P0020,Electronics,19.04
P0001,Furniture,23.2
P0002,Clothing,23.54
P0003,Clothing,97.15
P0004,Clothing,61.96
P0005,Electronics,55.38
P0006,Furniture,91.69
P0007,Electronics,46.11
P0008,Toys,28.53
P0009,Toys,92.55
P0010,Clothing,32.41
P0011,Electronics,10.92
P0012,Electronics,49.3
P0013,Furniture,88.99
P0014,Clothing,11.15
P0015,Furniture,33.68
P0016,Toys,74.3
P0017,Toys,57.67
P0018,Groceries,28.28
P0019,Electronics,52.25
P0020,Furniture,10.03
P0001,Toys,96.74
P0002,Clothing,82.49
P0003,Furniture,23.81
P0004,Clothing,22.43
P0005,Toys,83.24
P0006,Toys,56.58
P0007,Toys,58.81
P0008,Furniture,41.1
P0009,Electronics,23.87
P0010,Groceries,28.29
P0011,Electronics,97.47
P0012,Furniture,78.95
P0013,Furniture,51.12
P0014,Toys,86.04
P0015,Groceries,87.76
P0016,Toys,53.9
P0017,Groceries,96.36
P0018,Furniture,94.32
P0019,Furniture,33.42
P0020,Clothing,11.79
P0001,Groceries,49.01
P0002,Furniture,88.1
P0003,Clothing,70.2
P0004,Toys,73.2
P0005,Toys,66.52
P0006,Furniture,71.15
P0007,Electronics,61.53
P0008,Toys,18.98
P0009,Groceries,83.88
P0010,Electronics,15.28
P0011,Clothing,30.44
P0012,Furniture,99.34
P0013,Clothing,29.25
P0014,Clothing,79.31
P0015,Groceries,60.89
P0016,Electronics,87.65
P0017,Toys,95.72
P0018,Furniture,98.87
P0019,Electronics,19.96
P0020,Electronics,88.42
P0001,Furniture,23.69
P0002,Toys,19.05
P0003,Clothing,33.87
P0004,Electronics,88.9
P0005,Clothing,43.17
P0006,Groceries,89.61
P0007,Groceries,64.9
P0008,Clothing,57.29
P0009,Groceries,59.1
P0010,Furniture,80.96
P0011,Furniture,36.89
P0012,Groceries,97.64
P0013,Electronics,21.52
P0014,Electronics,63.82
P0015,Furniture,66.75
P0016,Groceries,53.48
P0017,Electronics,12.36
P0018,Groceries,31.13
P0019,Groceries,72.79
P0020,Electronics,86.33
P0001,Clothing,95.38
P0002,Furniture,65.48
P0003,Groceries,67.42
P0004,Electronics,91.35
P0005,Clothing,71.32
P0006,Electronics,86.06
P0007,Clothing,54.01
P0008,Clothing,90.51
P0009,Toys,90.65
P0010,Groceries,30.24
P0011,Toys,81.4
P0012,Toys,61.69
P0013,Toys,44.08
P0014,Electronics,69.72
P0015,Groceries,27.21
P0016,Electronics,29.9
P0017,Furniture,99.66
P0018,Clothing,25.2
P0019,Furniture,73.26
P0020,Electronics,22.46
P0001,Clothing,12.22
P0002,Furniture,28.64
P0003,Toys,62.41
P0004,Furniture,67.68
P0005,Groceries,42.32
P0006,Toys,24.35
P0007,Furniture,91.54
P0008,Groceries,71.89
P0009,Electronics,68.5
P0010,Electronics,31.69
P0011,Toys,80.39
P0012,Furniture,96.34
P0013,Furniture,42.06
P0014,Toys,72.07
P0015,Electronics,36.54
P0016,Clothing,92.54
P0017,Clothing,72.38
P0018,Electronics,28.33
P0019,Groceries,23.03
P0020,Groceries,48.74
P0001,Electronics,81.43
P0002,Groceries,49.77
P0003,Furniture,53.25
P0004,Clothing,41.86
P0005,Groceries,69.1
P0006,Electronics,81.55
P0007,Furniture,89.05
P0008,Groceries,94.83
P0009,Groceries,59.14
P0010,Clothing,71.91
P0011,Electronics,55.27
P0012,Clothing,58.72
P0013,Toys,91.51
P0014,Clothing,77.99
P0015,Furniture,44.76
P0016,Furniture,62.04
P0017,Groceries,26.52
P0018,Electronics,46.78
P0019,Clothing,77.88
P0020,Groceries,95.26
P0001,Furniture,79.94
P0002,Clothing,59.99
P0003,Furniture,68.85
P0004,Groceries,79.64
P0005,Toys,28.94
P0006,Toys,21.39
P0007,Toys,20.37
P0008,Clothing,55.01
P0009,Toys,62.29
P0010,Clothing,54.14
P0011,Groceries,63.42
P0012,Groceries,16.83
P0013,Toys,28.95
P0014,Furniture,24.99
P0015,Furniture,26.11
P0017,Furniture,11.99
P0018,Clothing,38.33
P0019,Clothing,84.54
P0020,Furniture,14.39
P0001,Electronics,96.81
P0002,Furniture,19.83
P0003,Electronics,37.31
P0004,Electronics,21.38
P0005,Groceries,37.89
P0006,Electronics,75.47
P0007,Toys,25.76
P0008,Electronics,11.62
P0009,Toys,55.66
P0010,Clothing,51.32
P0011,Toys,29.28
P0012,Clothing,43.69
P0013,Groceries,12.75
P0014,Electronics,94.57
P0015,Furniture,17.48
P0016,Toys,63.88
P0017,Furniture,66.03
P0018,Toys,28.49
P0019,Toys,73.66
P0020,Groceries,22.42
P0001,Clothing,53.64
P0002,Toys,47.67
P0003,Groceries,44.99
P0004,Toys,35.94
P0005,Toys,74.26
P0006,Clothing,62.5
P0007,Clothing,41.48
P0008,Groceries,30.26
P0009,Furniture,18.6
P0010,Groceries,54.14
P0011,Furniture,31.82
P0012,Electronics,81.35
P0013,Electronics,63.7
P0014,Furniture,23.76
P0015,Toys,80.1
P0016,Groceries,36.57
P0017,Clothing,26.78
P0018,Clothing,98.04
P0019,Electronics,93.42
P0020,Toys,66.15
P0001,Electronics,15.78
P0002,Clothing,21.35
P0003,Groceries,53.73
P0004,Furniture,32.4
P0005,Furniture,48.67
P0006,Groceries,67.7
P0007,Toys,39.37
P0008,Furniture,61.67
P0009,Furniture,14.08
P0010,Furniture,97.49
P0011,Clothing,93.56
P0012,Electronics,38.39
P0013,Furniture,92.03
P0014,Electronics,65.33
P0015,Groceries,82.66
P0016,Groceries,42.33
P0017,Toys,71.92
P0018,Furniture,66.8
P0019,Toys,96.47
P0020,Toys,48.88
P0001,Electronics,82.32
P0003,Toys,47.13
P0004,Toys,85.96
P0005,Electronics,31.18
P0006,Clothing,90.21
P0007,Electronics,97.85
P0008,Groceries,15.71
P0009,Clothing,16.93
P0010,Toys,49.96
P0011,Groceries,92.65
P0012,Furniture,40.95
P0013,Groceries,91.79
P0014,Furniture,44.62
P0015,Furniture,16.32
P0016,Furniture,44.79
P0017,Electronics,67.4
P0018,Electronics,25.6
P0019,Electronics,58.41
P0020,Groceries,97.28
P0001,Electronics,33.84
P0002,Toys,92.39
P0003,Toys,86.56
P0004,Groceries,64.68
P0005,Clothing,50.46
P0006,Toys,17.53
P0007,Toys,83.92
P0008,Groceries,37.09
P0009,Clothing,36.46
P0010,Clothing,88.43
P0011,Electronics,19.51
P0012,Furniture,46.18
P0013,Clothing,49.57
P0014,Electronics,31.85
P0015,Toys,94.64
P0016,Furniture,50.65
P0017,Groceries,46.81
P0018,Electronics,92.47
P0019,Clothing,53.14
P0020,Electronics,60.46
P0001,Furniture,69.44
P0002,Toys,34.9
P0003,Furniture,32.81
P0004,Toys,70.54
P0005,Groceries,11.2
P0006,Clothing,32.68
P0007,Electronics,14.54
P0008,Clothing,97.57
P0009,Groceries,74.52
P0010,Toys,52.26
P0011,Toys,51.46
P0012,Furniture,66.32
P0013,Toys,52.68
P0014,Clothing,18.61
P0015,Clothing,32.59
P0016,Toys,35.43
P0017,Furniture,45.8
P0018,Clothing,29.36
P0019,Clothing,22.64
P0020,Furniture,12.36
P0001,Groceries,69.91
P0002,Clothing,66.06
P0003,Toys,23.4
P0004,Electronics,67.91
P0005,Furniture,61.37
P0006,Groceries,31.65
P0007,Groceries,38.58
P0008,Toys,79.96
P0009,Toys,72.43
P0010,Toys,24.55
P0011,Electronics,54.77
P0012,Electronics,32.42
P0013,Toys,41.17
P0014,Groceries,92.11
P0015,Clothing,25.77
P0016,Groceries,26.96
P0017,Furniture,80.76
P0018,Furniture,36.43
P0019,Furniture,83.88
P0020,Groceries,78.26
P0001,Toys,51.33
P0003,Groceries,90.42
P0004,Electronics,29.73
P0005,Furniture,83.0
P0006,Toys,91.78
P0007,Electronics,57.55
P0008,Toys,46.9
P0009,Toys,22.85
P0010,Electronics,64.1
P0011,Toys,59.4
P0012,Groceries,26.94
P0013,Clothing,73.53
P0014,Toys,71.27
P0015,Toys,52.9
P0016,Electronics,68.55
P0017,Electronics,17.49
P0018,Furniture,53.95
P0019,Furniture,34.62
P0020,Groceries,68.33
P0001,Groceries,66.03
P0002,Toys,10.08
P0003,Groceries,95.58
P0004,Electronics,36.04
P0005,Toys,14.7
P0006,Clothing,84.77
P0007,Clothing,65.76
P0008,Electronics,49.16
P0009,Toys,50.55
P0010,Toys,11.97
P0011,Toys,40.68
P0012,Clothing,86.21
P0013,Electronics,72.6
P0014,Clothing,99.94
P0015,Toys,90.78
P0016,Toys,43.31
P0018,Groceries,59.44
P0020,Clothing,62.33
P0001,Furniture,34.46
P0002,Electronics,18.36
P0003,Electronics,88.16
P0004,Groceries,17.15
P0005,Electronics,67.53
P0006,Clothing,48.08
P0007,Groceries,64.62
P0008,Groceries,39.37
P0009,Groceries,15.96
P0010,Clothing,41.62
P0011,Clothing,92.98
P0012,Toys,15.25
P0013,Clothing,89.37
P0014,Toys,29.07
P0015,Clothing,73.92
P0016,Furniture,49.31
P0017,Electronics,56.3
P0018,Toys,76.08
P0019,Electronics,72.51
P0020,Furniture,43.21
P0001,Groceries,37.96
P0002,Groceries,91.36
P0003,Furniture,51.47
P0004,Toys,88.52
P0005,Clothing,63.11
P0006,Groceries,51.15
P0008,Toys,93.2
P0009,Furniture,86.51
P0010,Toys,75.95
P0011,Electronics,68.64
P0012,Electronics,13.11
P0013,Groceries,33.51
P0014,Toys,78.82
P0015,Clothing,29.85
P0016,Toys,37.92
P0017,Clothing,47.94
P0018,Electronics,23.13
P0020,Clothing,65.72
P0001,Toys,80.64
P0002,Groceries,60.69
P0003,Furniture,21.36
P0004,Furniture,92.66
P0005,Electronics,57.31
P0006,Furniture,22.39
P0007,Groceries,53.58
P0008,Clothing,74.75
P0009,Electronics,97.84
P0010,Clothing,46.98
P0011,Clothing,98.39
P0012,Furniture,87.3
P0013,Electronics,29.07
P0014,Clothing,30.07
P0015,Furniture,99.65
P0016,Clothing,40.45
P0018,Furniture,65.34
P0019,Furniture,60.17
P0020,Furniture,89.25
P0001,Furniture,30.1
P0002,Furniture,24.71
P0003,Groceries,91.24
P0004,Furniture,31.17
P0005,Electronics,22.61
P0006,Clothing,38.95
P0007,Electronics,76.43
P0008,Clothing,66.66
P0009,Groceries,93.03
P0010,Toys,13.76
P0011,Toys,33.28
P0013,Toys,32.51
P0014,Clothing,72.39
P0015,Furniture,95.18
P0016,Furniture,82.7
P0017,Toys,43.62
P0018,Groceries,75.92
P0019,Clothing,19.91
P0020,Groceries,54.11
P0001,Furniture,92.87
P0002,Clothing,81.6
P0003,Electronics,41.07
P0005,Clothing,44.28
P0006,Toys,25.79
P0007,Toys,30.23
P0008,Groceries,60.88
P0009,Electronics,76.92
P0010,Clothing,51.46
P0011,Toys,27.26
P0012,Furniture,27.84
P0013,Electronics,50.45
P0014,Clothing,10.56
P0015,Toys,32.07
P0017,Toys,96.65
P0018,Furniture,73.44
P0019,Groceries,76.9
P0020,Clothing,89.64
P0001,Toys,56.65
P0002,Electronics,82.4
P0003,Toys,67.61
P0004,Electronics,61.0
P0005,Clothing,95.52
P0006,Electronics,29.07
P0007,Toys,84.61
P0008,Groceries,40.17
P0009,Toys,31.03
P0010,Clothing,87.62
P0011,Groceries,11.14
P0012,Groceries,18.59
P0013,Toys,73.43
P0014,Toys,10.24
P0015,Groceries,41.77
P0016,Furniture,13.44
P0017,Groceries,90.0
P0018,Furniture,36.18
P0019,Groceries,94.62
P0020,Clothing,36.61
P0001,Electronics,65.57
P0002,Electronics,35.73
P0003,Clothing,17.17
P0004,Clothing,48.12
P0005,Groceries,75.59
P0006,Clothing,31.64
P0007,Groceries,92.56
P0008,Toys,38.46
P0009,Clothing,27.48
P0010,Groceries,50.53
P0011,Groceries,46.7
P0012,Electronics,18.4
P0013,Furniture,52.14
P0014,Clothing,27.81
P0015,Toys,60.84
P0016,Electronics,30.95
P0017,Electronics,96.62
P0018,Electronics,70.84
P0019,Toys,24.11
P0001,Clothing,56.36
P0002,Furniture,22.0
P0003,Toys,97.35
P0004,Furniture,78.38
P0005,Furniture,60.52
P0006,Groceries,68.62
P0007,Clothing,17.12
P0008,Groceries,61.67
P0009,Electronics,39.86
P0010,Toys,63.35
P0011,Groceries,97.2
P0012,Furniture,93.04
P0013,Electronics,42.67
P0014,Clothing,27.74
P0015,Clothing,58.55
P0016,Electronics,72.21
P0017,Electronics,25.32
P0018,Toys,83.3
P0019,Groceries,30.12
P0020,Groceries,15.26
P0001,Clothing,46.98
P0002,Clothing,77.57
P0003,Electronics,33.06
P0004,Toys,36.33
P0005,Groceries,25.36
P0006,Furniture,54.86
P0007,Groceries,30.39
P0008,Furniture,77.96
P0009,Electronics,42.77
P0010,Electronics,12.97
P0011,Furniture,81.32
P0012,Clothing,26.91
P0013,Clothing,91.44
P0014,Furniture,80.2
P0015,Electronics,10.68
P0016,Furniture,87.26
P0017,Electronics,79.8
P0018,Furniture,48.23
P0019,Toys,32.09
P0020,Furniture,38.66
P0001,Toys,97.4
P0002,Electronics,96.01
P0003,Toys,75.21
P0004,Electronics,76.95
P0005,Furniture,71.86
P0006,Clothing,17.91
P0007,Electronics,32.23
P0008,Clothing,95.5
P0010,Furniture,51.53
P0011,Clothing,76.38
P0012,Clothing,22.82
P0013,Clothing,14.74
P0014,Toys,77.21
P0015,Electronics,72.48
P0016,Toys,98.47
